Year,Month,Day,Hour,Electronics_Laptops,Electronics_Smartphones,Electronics_Headphones,Clothing_Men_Shirts,Clothing_Women_Dresses,Clothing_Kids_Pants,Home_Appliances_Refrigerators,Home_Appliances_Washers,Home_Decor_Curtains,Home_Decor_Rugs,Beauty_Makeup,Beauty_Skincare,Sports_Outdoor_Gear,Sports_Fitness_Equipment,Toys_Dolls,Online_Traffic,Store_Traffic,Marketing_Spend,Cost,Profit_Margin,Customer_Age_Group,Customer_Region,Holiday_Flag,Toys_Educational,Food_Beverages_Snacks,Food_Beverages_Organic,Automotive_Accessories,Automotive_Replacement_Parts
2020,7,27,8,840.44,361.4,12.75,86.86,42.96,22.55,803.25,450.54,73.01,80.43,7.25,82.9,144.91,88.36,9.73,391.18,356.11,440,371.9,14.85,33,West,0,28.18,3.07,9.86,119.3,31.64
2020,7,27,9,1505.85,125.67,9.65,98.72,82.57,55.84,38.09,102.14,56.82,10.12,2.04,56.44,122.26,129.91,28.79,142.2,323.46,492.03,868.53,20.11,27,East,0,4.07,1.58,6.74,34.27,55.15
2020,7,27,10,123.18,7.49,107.45,13.19,102.7,0,812.21,159.15,12.51,59.53,32.23,19.27,114.02,47.31,10.75,550.25,226.99,175.86,556.06,5.76,56,West,0,11.45,15.06,10.83,149.4,40.75
2020,7,27,11,621.38,275.46,132.16,16.48,3.94,6.16,384.44,427.4,34.69,18.13,16.36,29.31,59.7,264.62,16.87,526.17,415.52,186.92,246.67,21.96,18,South,0,6.52,11.13,4.37,76.84,96.07
2020,7,27,12,1.81,311.33,266.89,32.5,19.91,40.85,1416.09,111.39,9.86,118.8,7.9,74.39,212.65,67.29,34.07,633.01,371.09,104.89,669.14,13.23,22,West,0,29.57,2.57,10.4,45.24,38.83
2020,7,27,13,406.41,229.91,88.57,6.85,2.17,7.47,1183.94,118.13,57.38,33.38,15.01,12.04,78.38,243.95,23.57,607.79,163.83,187.84,723.28,23.79,42,South,0,8.85,3.11,6.09,71.85,192.5
2020,7,27,14,169.19,187.14,40.77,10.44,57.19,8.96,1043.68,469.89,30.46,105.53,1.26,34.99,96.63,329.38,8.65,599.47,271.12,224.66,959.26,18.8,29,East,0,16.79,8.97,14.07,10.14,48.75
2020,7,27,15,420.5,226.83,79.95,13.6,53.74,6.92,189.2,257.45,44.38,104.71,12.65,24.2,55.09,101.02,3.94,547.29,509.63,478.84,358.48,15.59,55,West,0,40.32,8,1.97,27.57,187.3
2020,7,27,16,593.3,314.03,42.19,40.08,19.09,1.99,1098.49,379.74,43.14,37.35,9.66,17.23,5.28,57.71,24.23,407.45,118.19,207.54,690.61,10.16,18,West,0,39.32,8.79,15.77,36.8,76.74
2020,7,27,17,239.42,635.01,92.5,58.39,71,41.72,8.85,470.72,12.95,76.31,14.24,10.36,144.73,68.49,31.91,850.34,301.5,480.64,801.87,22.37,62,West,0,14.92,9.49,3.35,17.28,136.13
2020,7,27,18,254.58,379.54,160.38,21.06,13.93,13.65,799.74,841.15,34.13,64.74,16.32,53.62,61.04,162.49,12.22,861.35,310.95,491.98,493.13,19.6,51,South,0,30.03,2.07,3.72,12.88,9.1
2020,7,27,19,882.83,575.78,19.57,32.68,23.02,14.87,349.4,654.86,62.35,116,13.27,85.82,121.81,59.96,4.53,545.18,269.34,233.09,587.34,21.57,26,West,0,6.83,0.68,21.57,9.55,43.12
2020,7,27,20,1351.31,144.29,54.8,16.97,26.82,8.83,329.99,182.29,12.04,82.32,11.51,1.86,124.82,143.58,8.54,432.12,281.26,473.6,211.54,12.4,54,North,0,32.62,5.16,3.24,72.11,67.28
2020,7,27,21,657.23,8.3,102.88,2.45,27.8,20.79,365.9,197.11,40.81,4.47,14.41,88.16,57.9,44.21,34.7,346.13,285.23,210.13,848.33,22.95,40,East,0,33.38,4,1.77,42.94,160.34
2020,7,27,22,77.22,156.59,139.37,9.65,66.3,29.32,1162.35,739.71,32.3,44.31,29.79,19.64,54.5,292.65,33.45,545.26,320.61,396.66,352.17,13.35,61,West,0,24.57,1.1,3.78,15.71,95.92
2020,7,27,23,167.5,646,101.44,8.56,108.69,2.15,693.99,173.79,0.01,38.23,22.72,0.81,124.87,152.51,6.49,468.81,284.99,227.91,716.21,8.13,41,East,0,60.13,8.84,6.7,55.68,49.97
2020,7,28,0,519.29,698.52,18.27,2.83,34.52,27.77,1011.93,291.51,70.61,19.2,20.38,9.3,144.69,167.94,24.61,491.17,293.75,337.48,504.03,14.77,19,North,0,16.09,7.09,2.87,29.73,217.75
2020,7,28,1,303.82,179.76,53.44,29.18,23.89,35.33,720.62,341.02,20.82,32.42,11.47,82.69,79.11,5.08,12.27,698.31,489.28,174.56,367.73,7.5,63,North,0,75.7,4.41,4.72,104.53,168.43
2020,7,28,2,90.81,177.22,23.14,70.05,120.17,6.86,389.13,442.43,19.13,44.41,1.53,60.69,167.14,32.72,6.82,281.04,279.44,101.66,623.26,23.25,21,East,0,37.05,6.99,6.17,78.95,200.74
2020,7,28,3,311.94,427.3,50,16.11,52.62,6.54,583.62,378.14,10.57,62.34,9.43,103.07,138.43,62.96,15.71,290.34,283,382.8,386.64,12.94,50,South,0,59.16,3.37,6.79,121.55,111.01
2020,7,28,4,364.33,296.84,157.32,67.11,10.54,31.55,511.87,436.51,0.69,75.24,23.06,36.8,69.85,4.2,12.54,426.42,234.44,386.8,390.64,11.7,21,West,0,1.78,8.4,11.52,112.84,198.27
2020,7,28,5,54.69,451.75,40.48,10.62,9.42,11.51,250.42,128.84,12.32,142.34,16.15,87.91,147.79,59.02,13.39,619.83,219.78,310.83,675.22,19.98,64,North,0,20.18,5.44,3.05,19.72,109.45
2020,7,28,6,901.75,848.45,44.84,25.41,35.92,6.11,109.94,412.9,64.14,28.48,1.5,15.08,37.33,143.06,23.65,471.48,273.22,492.23,433.68,12.69,63,East,0,68.89,2.51,5.31,38.56,92.42
2020,7,28,7,1014.92,286.55,32.75,14.44,35.75,2.38,457.76,219.21,12.16,76.87,5.3,13.37,56.97,422.08,7.56,775.33,485.32,285.95,579.94,6.31,29,North,0,24.85,2.36,6.37,9.83,12.74
2020,7,28,8,403.16,528.13,53.63,12.76,51.36,8.46,641.65,325.74,61.42,36.91,22.72,38.5,126.21,314.18,3.13,385.91,458.61,488.4,820.89,24.66,50,West,0,40.68,4.01,4.6,65.9,83.13
2020,7,28,9,442.01,27.34,316.97,2.2,31.05,10.82,1291.58,174.94,12.01,44.7,21.92,141.12,74.38,209.06,11.39,642.14,348.67,180.13,523.23,9.97,20,West,1,38.32,2.42,5.46,0.69,98.28
2020,7,28,10,24.94,520.84,49.13,43.96,70.11,15.7,161.04,287.62,22.92,97.99,5.58,21.12,68.99,252.7,30.31,541.83,142.34,374.38,268.15,11.74,38,South,0,6.28,0.01,8.02,145.77,168.34
2020,7,28,11,374.25,192.13,32.08,17.21,2.39,1.2,121.51,342.84,7.65,69.66,19.87,17.97,238.89,130.83,1.67,433.48,286.94,461.48,486.79,11.14,52,South,0,21.45,2.99,11.14,61.26,23.73
2020,7,28,12,925.29,141.65,27.65,7.8,49.27,29.95,1036.85,310.19,16.95,108.73,36.85,58.52,115.64,248.48,15.71,425.3,240.55,359.73,832.36,24.19,43,South,0,28.97,6.95,2.1,66.19,71.76
2020,7,28,13,704.09,457.44,22.11,11.54,68.99,3.28,502.44,444.98,29.45,8.94,25.71,62.17,3.15,203.41,19.93,695.09,497.25,292.47,536.58,12.84,66,West,0,14.95,5.96,7.71,12.5,50.74
2020,7,28,14,530.5,283.43,76.06,42.68,34.34,6.71,484.93,83.51,13.15,130.9,8.56,65.2,31.89,371.2,13.35,651.89,419.79,399.56,410.34,6.85,47,North,0,41.96,10.57,8.59,71.58,147.12
2020,7,28,15,643.6,349.38,21.19,29.38,67.15,2.12,639.34,644.97,40.2,21.71,7.76,105.69,43.17,22.49,20.48,456.87,186.98,333.24,634.88,17.21,68,North,0,40.54,7.96,5.84,90.98,158.79
2020,7,28,16,796.57,278.69,86.51,15.11,32.43,8.33,208.35,270.07,47.72,107.43,24.29,20.74,24.47,69.01,25.23,379.75,295.88,170,383.5,19.44,64,West,0,32.39,8.5,19.48,51.93,140.69
2020,7,28,17,729.7,688.84,136.25,37.33,18.12,22.84,46.2,149.01,43.98,116.31,9.68,19.24,60.51,307.18,35.53,445.35,351.28,225.81,877.32,12.7,61,South,0,16.65,0.75,10.44,160.45,76.85
2020,7,28,18,323.96,159.95,20.43,35.77,34.46,11.94,1029.37,119.61,18.88,75.23,1.73,0.13,83.07,144.42,7.53,560.69,365.09,398.42,413.24,19.31,39,East,0,35.15,3.44,8.34,24.77,81
2020,7,28,19,1104.4,263.03,101.97,35.25,17.22,5.6,1310.16,207.66,72.79,46.9,20.33,35.97,104.44,175.97,30.68,301.86,256.04,235.97,287.62,9.79,63,South,0,20.61,9.24,3.81,105.87,144.41
2020,7,28,20,987.4,519.71,41.2,25.8,29.22,24.68,1600.03,15.21,42.16,56.47,7.93,76.82,113.93,207.74,18.21,706.01,304.02,186.56,778.66,16.78,22,West,0,10.32,1.44,5.33,24.66,104.85
2020,7,28,21,925.51,597.4,43.27,75.95,93.87,14.81,471.99,42.14,3.37,109.36,46.59,31.63,52.64,138.33,10.48,445.79,318.05,338.86,627.73,23.03,52,North,0,18.04,1.35,1.72,35.28,159.53
2020,7,28,22,937.67,110.7,8.23,21.33,48.24,4.1,556.97,261.14,35.1,4.88,4.91,77.25,88.49,188.92,3.26,547.09,412.51,132.45,739.45,19.02,19,East,0,6.59,16.47,24.04,63.91,93.92
2020,7,28,23,307.39,280.34,136.42,49.8,1.43,6.46,290.18,442.03,9.65,117.77,11.6,56.26,22.09,222.69,6.83,524.02,498.65,330.65,216.29,9.83,53,South,0,28.98,0.83,13.23,101,24.86
2020,7,29,0,738.22,249.44,39.88,51.23,61.43,22.04,1326.44,239.13,32.15,129.73,16.91,110.03,114.99,92.03,16.75,642.31,238.05,418.81,521.75,12.06,42,South,0,3.14,2.07,5.81,4.49,55.92
2020,7,29,1,244.37,707.66,198.15,32.04,86.12,1.11,458.16,273.96,43.74,100.02,19.01,60.57,46.26,134.45,7.65,332.87,191.4,442.14,416.56,10.34,43,South,0,0.59,3.43,8.31,39.87,132.55
2020,7,29,2,1124.86,137.65,258.49,32.56,48.43,23.31,403.15,262.59,1.67,90.48,20.78,25.28,17.93,99.52,0.24,756.96,374.47,296.06,882.08,20.8,39,North,0,34.19,3.2,22.23,8.09,293.92
2020,7,29,3,934.15,228.21,53.14,1.88,95.57,10.32,229.04,140.5,30.31,80.85,16.28,34.53,25.75,131.26,3.96,587.87,124.76,460.55,879.44,10.36,52,West,0,19.7,6.15,21.6,60.12,2.2
2020,7,29,4,149.73,571.18,6.51,1.88,24.5,27.65,27.54,457.17,18.07,73.55,6.16,32.62,84.75,142.99,13.26,513.76,395.6,125.55,461.93,13.87,41,North,0,4,2.31,2.46,40.03,202.86
2020,7,29,5,352.93,45.88,115.57,10.58,10.33,29.89,683.28,239.04,72.37,44.17,3.94,32.32,57.21,162.81,6.89,430.5,487.03,187.36,503.06,15.78,21,West,0,3.64,7.81,12.68,41.25,346.78
2020,7,29,6,172.55,241.34,74.54,48.54,83.37,5.22,71.52,182.48,47.56,37.05,18.62,34.21,37.53,61.64,23.74,533.47,323.18,150.67,440.53,14.47,20,West,0,65.04,7.03,26.5,64.69,193.86
2020,7,29,7,837.76,424.4,9.44,41.68,45.36,8.23,592.68,112.71,30.92,171.2,0.11,75.6,46.87,318.41,10.82,504.31,319.02,353.63,390.66,22.06,25,East,0,43.21,1.11,0.03,10.02,66.85
2020,7,29,8,947.12,382.35,111.37,22.38,99.55,5.01,1608.48,143.71,8.69,30.78,19.45,90.39,159.21,364.47,26.5,571.58,462.14,492.57,802.65,9.5,61,East,0,48.44,12.66,5,20.25,278.47
2020,7,29,9,264.17,161.63,61.92,30.2,34.23,19.65,1542.85,264.66,3.99,162.26,25.73,52.67,143.58,142.48,1.91,460.87,360.6,319.59,783.12,11.58,24,West,0,47.74,15.22,4.82,39.38,92.23
2020,7,29,10,150.98,342.87,97.87,28.78,54.64,2.62,323.01,530.74,19.37,94.05,41.44,57.84,12.78,38.81,14.78,435.44,377.85,286.81,991.26,17.35,63,South,0,56.7,7.78,1.87,96.39,147.37
2020,7,29,11,99.3,391.56,14.14,18.06,36.12,22.14,847.9,339.9,1.85,25.16,6.21,19.74,204.41,244.22,14.56,591.78,171.57,361.68,523.6,20.29,28,East,0,46.04,2.96,1.92,14.46,212.56
2020,7,29,12,231.36,360.35,135.75,9.83,25.3,16.9,1228.97,101.18,1.76,52.37,4.8,96.16,111.29,171.25,20.42,404.62,355.13,344.01,421.18,11.23,23,East,0,67.57,0.62,14.71,59.52,182.43
2020,7,29,13,205.57,247.17,73.3,7.65,18.85,6.21,673.8,344.72,20.32,75.53,7.53,35.78,47.16,45.96,4.29,604.8,374.48,154.64,830.72,5.89,41,North,0,31.82,1.38,18.43,98.74,62.98
2020,7,29,14,67.94,98.73,92.82,19.03,136.88,7.87,673.86,278.72,63.86,33.82,26.41,14.45,84.24,177.38,8.46,514.62,306.83,238.3,779.52,7.93,54,East,1,19.83,1.76,10.03,38.71,487.1
2020,7,29,15,98.82,279.47,30.31,41.06,21.96,20.11,101.37,312.51,17.38,37.18,9,54.76,84.17,98.66,14.89,342.15,431.06,444.53,293.35,22.66,51,North,0,36.73,11.24,0.03,107.12,180.25
2020,7,29,16,772.96,73.34,34.71,12.97,72.97,3.74,520.06,610.88,18.41,72.28,13.4,61.52,45.2,25.7,12.94,534.59,191.37,205.24,812.79,9.12,31,North,0,35.89,17.49,0.31,12.84,0.25
2020,7,29,17,125.62,230.39,133.94,39.76,10.68,19.16,1210.32,56.4,28.91,2.42,10.6,74.23,20.8,97.92,10.78,575.92,140.71,474.4,929.44,18.36,27,North,0,18.49,10.3,0.12,47.12,251.17
2020,7,29,18,319.53,264.46,118.39,30.75,27.6,7.51,588.2,376.56,7.22,121.51,35.77,6.03,54.24,104.59,29.9,422.62,154.18,429.95,727.84,18.82,54,South,0,15.5,6.13,9.14,15.95,99.83
2020,7,29,19,738.97,205.96,22.14,3.77,34.57,22.3,395.51,433.28,15.16,58.98,13.1,44.57,130.39,161.89,11.55,157.42,401.32,301.38,422.24,23.73,31,East,0,14.54,3.73,7.47,47.08,218.42
2020,7,29,20,1595.7,326.58,1.08,31.65,54.16,15.77,714.02,87.1,30.53,33.44,17.47,31.05,146.91,41.5,12.39,538.52,179.23,122.93,663.51,18.14,26,West,0,23.16,3.95,17.34,89.68,73.05
2020,7,29,21,162.1,281.79,81.18,6.54,12.36,9.79,859.23,256.57,20.13,15.77,8.26,8.76,229.2,53.45,9.94,486.72,320.4,304.58,382.11,18.99,67,East,0,49.25,1.64,12.61,94.01,98.46
2020,7,29,22,591.88,257.72,46.88,45.17,104.43,8.82,1741.32,193.34,44.29,45.84,19.92,28.71,83.25,118.42,10.44,456.37,241.14,110.6,494.17,9.82,67,West,0,27.55,11.32,2.6,62.37,199.61
2020,7,29,23,898.96,63.56,52.3,45.93,38.53,14.2,220.38,398.34,81.5,20.2,5.37,1.15,45.21,5.02,3.9,613.54,292.71,391.44,208.72,9.35,34,West,0,20.2,8.75,5.35,64.64,189.01
2020,7,30,0,650.26,210.91,46.97,29.04,83.1,43,461.71,315.09,41.29,85.93,4.55,23.98,39.38,118.23,2.96,210.16,305.99,473.63,511.34,20.52,32,South,0,15.71,11.65,13.13,27.01,73.15
2020,7,30,1,782.71,217.78,164.77,35.14,41.79,17.49,1315.8,120.24,18.46,15.48,27.64,80.94,301.16,147.63,28.34,465.82,376.35,390.84,808.23,20.95,47,North,0,25.62,8.6,8.48,79.27,223.61
2020,7,30,2,927.15,152.04,35.91,35.91,97.87,17.99,1172.76,83.38,48.39,49.01,2.96,157.67,27.53,353.95,1,762.32,313.33,365.35,379.72,20.23,51,North,0,23.25,0.3,2.65,114.79,121.72
2020,7,30,3,170.26,385.82,142.63,15.56,21.28,22.91,119.22,232.73,44.83,64.6,9.94,11.71,58.6,167.83,11.65,405.75,271.66,141.75,899.55,16.49,44,South,0,14.19,1.77,1.52,31.4,162.26
2020,7,30,4,843.25,83.72,15.5,9.37,98.91,28.06,528.71,344.73,30.95,53.5,8.65,33.17,115.79,301.29,5.64,594.91,249.04,147.4,871.57,24.59,25,East,0,5.11,3.7,15.11,137.06,182.63
2020,7,30,5,814.73,501.22,24.4,12.92,12.32,14.04,429.71,119.47,7.07,42.6,26.65,51.25,13.42,23.62,20.22,484.71,270.87,224.27,842.91,14.93,48,North,0,52.54,1.62,10.2,28.47,115.46
2020,7,30,6,819.63,327.85,71.55,39.5,51.22,12.78,1398.11,56.4,18.37,128.5,13.93,150.36,93.25,26.6,0.64,488.31,495.17,162.19,983,12.87,35,East,0,22.81,0.84,3.46,0.3,189.03
2020,7,30,7,664.16,602.16,88.88,13.34,52.76,27.21,1394.43,441.29,6.51,37.84,6.28,0.19,81.75,18.96,17.03,438.75,69.71,245.62,252.79,6.91,51,West,0,13.63,1.4,3.62,83.5,281.37
2020,7,30,8,637.33,302.93,54.02,32.11,71.61,15.75,930.64,725.29,38.12,93.24,7.19,51.83,125.49,138.35,0.32,632.93,391.69,293.07,587.77,16.67,45,North,1,29.37,2.09,6.9,6.94,201.88
2020,7,30,9,461.27,476.09,17.34,40.74,17.62,34.37,686.25,197.69,64.24,42.09,5.56,24.7,60.07,76.59,38.3,717.2,383,166.97,580.45,22.9,20,North,0,36.5,7.53,3.29,18.68,12.15
2020,7,30,10,801.12,344.64,136.33,18.97,18.23,7.43,613.82,256.74,14.61,175.29,28.73,43.37,103.34,88.98,2.46,522.23,248.88,223.12,766.39,13.53,23,West,1,30.08,0.5,3.87,59.53,54.24
2020,7,30,11,248.84,272.46,8.5,20.8,92.37,6.52,319.34,427.2,9.92,79.59,0.14,139.95,78.82,11.41,6.28,444.04,224.25,104.27,578.96,6.03,60,North,0,2.71,2.14,2.15,54.81,90.68
2020,7,30,12,256.46,19.43,68,41.65,67.32,28.16,308.05,548.89,18.59,80.89,2.74,6.55,24.91,213.4,47.06,663.32,279.11,247.89,478.27,8.98,29,North,0,10.06,1.52,16.06,16.89,359.66
2020,7,30,13,664.48,196.83,56.24,11.75,10.94,46.84,679.81,224.78,24.05,73.48,44.13,53.42,18.17,111.74,31.1,589.66,459.55,396.04,661.74,11.83,39,North,0,29.71,9.99,12.72,86.17,33.83
2020,7,30,14,49.42,233.39,39.8,23.6,38.07,24.79,1040.34,299.58,22.75,49.99,17.61,12.88,33.69,65.79,14.98,595.47,177.44,258.67,399.26,7.23,68,North,1,12.45,5.32,26.09,34.04,113.84
2020,7,30,15,1040.79,235.53,195.36,3.58,101.91,31.2,54.82,531.83,35.19,70.83,15.99,8.18,43.08,455.91,34.29,508.14,284.59,376.36,630.05,7.01,34,North,0,39.91,3.67,4.83,70.08,82.96
2020,7,30,16,299.46,1110.99,171.39,15.92,46.33,15.46,729.38,244.14,74.62,66.26,3.22,88.56,133.11,182.06,21.54,291.66,180.11,172.6,870.95,10.38,39,North,0,12.8,3.71,5.31,81.41,193
2020,7,30,17,1143.79,230.28,39.09,34.5,44.13,13.35,894.13,221.63,25.71,43.05,32.52,3.24,46.23,359.7,7.96,401.58,324.13,259.15,475.57,6.66,25,North,0,10.91,5.71,21.23,29.74,20.68
2020,7,30,18,561.59,577.3,113.7,17.03,33.28,6.63,366.84,82.07,15.9,36.51,4.02,21.36,61.54,61.65,6.35,174.17,220.88,370.33,578.23,6.74,58,West,1,6.35,14.05,16.98,3.89,168.67
2020,7,30,19,272.5,117.92,76.27,24.23,61.37,10.37,489.8,261.47,17.45,41.88,6.01,10.77,41.12,87.48,10.15,484.72,295.33,380.14,465.38,24.6,47,East,0,17.56,12.81,5.4,67.6,71.84
2020,7,30,20,1263.83,163.15,38.61,22.8,20.23,6.26,311.07,19.18,44.51,117.39,32.65,44.57,126.58,205.33,19.07,534.37,243.51,365.29,468.35,24.1,60,North,0,35.79,2.37,0.25,68.03,124.61
2020,7,30,21,174.13,605.86,12.01,23.89,29.75,1.49,260.05,8.77,53.68,40.06,12.05,32.39,88.53,95.73,13.31,582.42,100.76,106.63,409.45,15.62,44,North,0,35.17,3.18,11.6,55.75,67.03
2020,7,30,22,1278.63,148.05,202.01,7.16,74.28,10.25,33.2,84.67,37.65,22.46,28.1,29.27,15.9,295.91,3.66,570.85,269.17,484.97,719.87,10.44,22,West,0,91.59,5.31,4,72.41,195.48
2020,7,30,23,577.67,601.72,75.67,3.39,27.17,15.04,513.77,490.11,42.11,142.82,36.85,46.32,20.69,145.24,13.19,365.42,413.41,163.61,857.49,8.42,19,North,0,1.2,5.31,5.78,64.4,125.69
2020,7,31,0,587.87,191.48,67.66,119.89,21.72,13.34,202.85,131.49,40.75,5.64,12.09,43.67,107.25,77.66,45.05,613.14,396.53,173.92,333.83,20.43,58,South,0,28.04,5.79,3.65,38.13,200.63
2020,7,31,1,296.75,61.49,107.97,23.65,47.73,11.57,852.87,49.45,99.75,20.86,3.63,39.23,205.6,100.38,9.03,749.93,277.63,204.78,678.94,19.58,56,North,0,25.39,2.68,0.93,27.5,266.85
2020,7,31,2,625.69,597.91,47.53,19.37,46.43,5.18,115.17,203.29,14.3,11.51,8.49,12.1,202.61,47.93,1.9,620.24,398.7,176.89,836.12,9.28,50,West,0,35.7,4.95,9.63,60.14,122.11
2020,7,31,3,731.41,102.36,41.35,43.62,26.22,11.01,1801.5,215.4,4.19,10.49,5.72,42.84,152.82,97.06,8.62,649.52,164.71,213.59,656.74,21.42,34,North,0,65.49,11.62,13.46,81.87,235.19
2020,7,31,4,535.28,358.63,26.61,35.58,71.23,11.49,459.1,198.97,52.27,46.14,9.4,80.85,43.18,67.52,18.68,687.49,281.78,157.33,900.17,12.26,62,East,0,12.94,3.29,8.76,11.46,159.53
2020,7,31,5,383.66,132.62,182.93,103.09,4.52,28.92,1961.35,88.37,76.11,83.72,32,96.56,114.17,142,45.16,741.83,288.26,200.09,456.95,20.08,40,West,0,26.44,3.41,2.38,91.85,130.73
2020,7,31,6,357.04,516.06,34.8,27.94,5.66,17.62,286.35,23.56,21.46,112.59,4.37,38.72,86.04,88.49,26.38,548.57,115.45,432.57,458.82,10.05,63,South,0,12.72,8.85,1.1,8.97,134.49
2020,7,31,7,65.89,23,104.94,30.29,42.87,6.54,577.39,284.32,35.15,37.8,12.67,5.36,33.36,48.32,0.53,354.84,288.14,317.56,392.44,15.64,64,West,0,15.99,2.72,19.86,142.91,67.35
2020,7,31,8,477.15,524.67,159.7,21.59,84.95,8.75,750.29,164.39,6.4,63.2,5.21,49.45,26.98,91.22,2.93,638.45,426.78,180.88,882.72,24.79,23,North,0,16.23,2.52,3.89,162.82,170.19
2020,7,31,9,729.08,184.54,55.64,95.41,23.62,16.79,707.42,260.04,57.75,35.39,22.36,18.53,90.03,174.34,8.09,628.83,417.42,303.63,385.15,18.77,66,North,0,24.75,3.16,9.63,109.96,360.41
2020,7,31,10,5.48,425.26,64.69,9.57,66.65,13.7,1265.96,344.75,17.07,108.09,18.04,77.55,38.74,292.68,33.33,359.33,254.49,120.9,721.29,7.62,29,South,0,46.93,9.47,12.66,143.5,160.26
2020,7,31,11,208.57,529.92,32.03,24.18,108.44,8.8,1070.27,55.08,13.56,78.35,20.27,55.44,128.33,184.66,12.6,506,320.01,315.24,691.52,7.17,56,North,0,31.99,16.3,8.68,102.05,127.67
2020,7,31,12,687.82,414.71,53.82,22.2,11.8,25.69,230.76,414.93,62.47,27.73,19.08,47.3,3.55,33.15,7.55,734.27,299.04,201.69,478.65,8.95,54,East,1,76.55,3.18,10.36,1.12,184.73
2020,7,31,13,309.63,99.44,74.74,31.53,23.63,6.48,176.21,322.8,33.43,50.51,23.05,146.24,78.8,173.73,2.41,593.78,303.21,273.06,447.4,17.95,40,West,0,13.25,3.19,5.91,54.89,153.08
2020,7,31,14,367.88,115.57,14.12,5.52,71.46,4.2,328.62,203.38,33.15,112.2,5.11,9.62,179.18,99.65,27.56,599.07,327.5,197.17,408.95,6.29,28,North,0,12.57,6.01,1.6,144.9,92.06
2020,7,31,15,635.97,130.68,228.16,10.22,96.89,31.25,431.7,162.26,18.16,40.46,13.5,37.04,80.01,91.36,18.94,545.33,434.97,110.17,966.53,24.87,64,East,0,71,1.25,1.12,13.35,83.04
2020,7,31,16,169.01,137.02,96.17,9.02,87.14,9.4,565.41,255.94,40.07,138.65,3.69,40.15,115.03,114.77,8.27,465.35,351.01,257.85,830.5,23.46,23,East,0,67.27,3.11,8.03,29.39,328.53
2020,7,31,17,580,258.04,27.07,19.88,41.76,33.87,1338.04,77.15,10.08,4.87,5.41,46.71,41.64,151.83,19.1,575.52,216.46,373.33,380.83,16.96,67,North,0,79.48,5.63,21.65,71.21,73.18
2020,7,31,18,412.76,355.5,70.59,13.46,13.28,14.37,879.65,336.56,83.85,74.49,22.78,29,46.6,128.99,16.11,545.17,260.94,109.38,328.58,13,69,West,0,60.38,0.37,12.94,19.16,141.06
2020,7,31,19,546.22,422.59,145.13,33.46,45.7,23.17,735.5,401.61,29.32,134.64,27.16,16.01,28.28,507.56,18.42,387.33,252.85,416.12,327.02,20.9,23,East,0,0.58,4.77,10.54,5.92,4.04
2020,7,31,20,824.04,263.4,227.34,38.54,18.37,15.29,281.86,362.84,32.47,167.21,27.76,121.77,238.74,110.59,2.88,146.35,386.05,183.23,797.77,13.3,45,West,0,41.78,0.72,3.95,80.69,109.66
2020,7,31,21,237.07,169.12,48.32,17.23,39.19,25.65,535.56,287,44.59,233.56,10.59,111.93,57.34,349.04,25.5,386.22,281.58,119.4,508.59,13.1,30,North,0,9.55,10.93,10.11,6.91,25.87
2020,7,31,22,64.54,128.1,92.47,37.95,27.44,13.3,53.82,240.12,14.97,122.46,15.67,24.13,194.61,168.96,18.15,592.54,178.94,431.46,395.1,10.68,48,South,0,58.96,1.13,3.53,87.49,41.09
2020,7,31,23,393.42,482.35,26.26,41.95,4.84,26.03,1471.09,93.19,28.06,38.16,13.69,24.29,40.73,371.67,20.64,730.5,451.56,235.05,536.88,19.17,20,East,0,29.49,8.89,5.77,67.08,30.4
2020,8,1,0,137.42,388.52,32.25,15.09,52.88,2.1,234.03,95.54,0.68,137,2.71,15.91,18.39,72.76,0.61,498.34,155.94,197.16,652.73,23.46,66,North,0,24.12,3.91,9.09,78.84,115.75
2020,8,1,1,552.49,15.62,73.87,3.78,42.57,8.32,268.65,297.92,14.45,1.17,2.5,15.68,63.56,82.36,1.56,659.56,326.56,311.32,343.74,19.5,31,East,0,36.82,2.28,7.27,34.31,14.43
2020,8,1,2,615.11,73.09,4.74,3.91,22.49,2.39,612.6,224.93,1.36,9.4,4.68,16.08,23.28,2.59,7.81,95.98,482.46,462.9,967.06,24.33,30,West,0,3.63,4.57,4.35,12.17,23.78
2020,8,1,3,116.05,467.86,43.33,1.09,43.51,3.06,307,47.96,21.83,60.52,6.3,17.49,6.16,27.68,15.59,314.61,233.04,357.88,808.79,22.56,18,West,0,7.65,1.75,4.74,92.87,175.21
2020,8,1,4,173.62,117.79,19.03,4.74,34.97,0.2,148.55,128.37,15.71,12.82,0.1,4.48,125.67,330.79,9.07,400.88,129.81,358.37,592.28,16.93,54,East,0,6.09,5.85,11.95,26.5,134.37
2020,8,1,5,292.19,66.76,59.32,7.84,6.61,5.63,552.08,82.88,16.53,50.85,0.53,19.39,18.78,17.03,1.68,338.57,262.75,136.16,261.44,15.09,31,South,0,17.49,0.05,2.74,22.17,3.51
2020,8,1,6,353.03,173.03,33.32,7,58.94,6.25,604.09,371.61,14.74,63.96,21.3,6.6,103.82,60.77,5.72,581.64,157.37,149.84,336.84,18.17,47,West,0,43.87,0.91,0.92,4.48,19.22
