User ID,Timestamp,Device Type,Session Duration,Page Name,Actions Taken,Betting History,Amount Spent,Active Time,Geolocation,Device Language,Referral Source,User Type,Push Notifications,Win/Loss Status,Bet Type,Sport Type,Bet Amount,Odds,Login Frequency,Session Frequency,Page Navigation,User Engagement,Coupon Usage,Error Logs,Help Interaction,Conversion Rate
5692,2025-01-22 19:27:39.060507,Android,131.89,Home,Click,Multiple Wins,204.88,15.02,"London, UK",French,Referral Link,Returning,True,Loss,Spread,Tennis,268.08,3.19,Weekly,4,Home > Sports,False,True,False,False,True
2589,2025-01-21 19:27:39.060529,Android,5.69,Results,Place Bet,No Bets,55.2,14.94,"Sydney, Australia",Portuguese,Search Engine,Returning,True,Win,Over/Under,Baseball,50.1,2.48,Monthly,5,Sports > Bet History,False,False,False,True,False
4783,2025-01-09 19:27:39.060564,Android,36.71,Odds,Click,Recent Loss,451.08,18.54,"Sydney, Australia",English,Referral Link,New,False,No Bet,Over/Under,Tennis,684.45,1.68,Monthly,4,Home > Odds,False,False,True,False,True
7530,2024-12-29 19:27:39.060593,iOS,130.32,Home,View Odds,Multiple Wins,392.75,26.32,"Toronto, Canada",Portuguese,Direct,New,False,Loss,Over/Under,Basketball,660.68,3.07,Monthly,2,Home > Sports,True,True,False,False,False
6318,2024-12-26 19:27:39.060611,Android,93.48,Results,Place Bet,Recent Loss,358.82,1.89,"Toronto, Canada",French,Social Media,New,False,Win,Moneyline,Tennis,100.67,1.82,Daily,4,Sports > Bet History,False,True,False,False,False
4240,2025-01-01 19:27:39.060628,Android,81.13,Odds,Click,Recent Win,441.88,13.91,"Toronto, Canada",English,Direct,New,True,Loss,Spread,Baseball,703.35,4.97,Daily,1,Home > Sports,False,True,True,True,False
9192,2024-12-29 19:27:39.060645,Android,128.87,Sports,View Odds,Multiple Losses,410.31,3.0,"London, UK",Spanish,Search Engine,Returning,False,Win,Spread,Football,802.42,2.26,Weekly,4,Live Bets > Results,False,True,True,True,True
4720,2025-01-22 19:27:39.060665,iOS,22.01,Bet History,Logout,No Bets,11.89,21.81,"Toronto, Canada",German,Direct,New,True,No Bet,Moneyline,Football,922.87,4.1,Daily,5,Home > Sports,True,False,True,False,True
5197,2025-01-09 19:27:39.060684,iOS,20.41,Results,Logout,Recent Win,459.63,17.55,"London, UK",Portuguese,Social Media,Returning,False,Win,Spread,Football,802.27,3.36,Rarely,2,Home > Odds,True,False,True,True,False
9017,2024-12-24 19:27:39.060702,Android,14.76,Home,View Odds,Multiple Losses,284.28,12.06,"Toronto, Canada",German,Referral Link,Returning,False,No Bet,Parlay,Tennis,669.27,2.97,Weekly,5,Home > Odds,True,False,True,True,True
5774,2025-01-18 19:27:39.060721,iOS,142.24,Sports,Click,Recent Loss,26.27,6.83,"Sydney, Australia",French,Search Engine,Returning,False,Win,Over/Under,Soccer,518.03,2.36,Weekly,2,Home > Sports,True,True,True,False,False
8342,2024-12-29 19:27:39.060748,Android,155.64,Bet History,View Odds,Recent Loss,485.39,14.3,"London, UK",Portuguese,Referral Link,New,False,Loss,Moneyline,Football,740.28,4.71,Weekly,4,Home > Sports,False,True,True,True,True
6657,2025-01-09 19:27:39.060767,Android,127.78,Home,Scroll,Multiple Losses,356.79,26.44,"New York, USA",Spanish,Search Engine,Returning,True,Win,Moneyline,Soccer,477.22,1.81,Weekly,1,Sports > Bet History,True,False,False,True,False
6578,2025-01-22 19:27:39.060788,iOS,158.85,Home,Logout,No Bets,288.44,29.96,"New York, USA",French,Referral Link,New,False,Win,Parlay,Basketball,283.6,4.31,Rarely,3,Sports > Bet History,False,True,True,True,True
2787,2025-01-08 19:27:39.060805,Android,35.66,Sports,Place Bet,Multiple Wins,158.4,5.87,"New York, USA",German,Ad,Returning,False,Loss,Moneyline,Soccer,359.65,4.26,Daily,5,Home > Odds,True,False,True,False,False
1387,2025-01-16 19:27:39.060822,iOS,117.35,Bet History,Click,Recent Loss,478.44,22.48,"Toronto, Canada",English,Social Media,Returning,True,Win,Moneyline,Basketball,707.13,1.72,Rarely,1,Home > Sports,True,True,False,True,False
8774,2025-01-22 19:27:39.060839,iOS,164.51,Odds,Scroll,Recent Loss,223.22,2.47,"Toronto, Canada",French,Search Engine,Returning,False,Win,Over/Under,Tennis,522.31,3.03,Monthly,4,Home > Sports,False,True,True,False,True
6151,2025-01-03 19:27:39.060856,Android,155.71,Sports,Login,Recent Loss,475.1,22.04,"Sydney, Australia",English,Referral Link,Returning,True,Win,Parlay,Baseball,43.49,1.69,Weekly,5,Home > Sports,True,True,False,False,False
6762,2025-01-07 19:27:39.060877,Android,51.08,Bet History,View Odds,Multiple Losses,47.12,7.01,"Sydney, Australia",English,Social Media,New,True,Win,Parlay,Soccer,67.64,2.56,Rarely,4,Live Bets > Results,False,True,True,False,True
8845,2025-01-08 19:27:39.060895,Android,158.77,Home,Logout,Multiple Wins,90.68,7.37,"New York, USA",English,Social Media,New,False,Loss,Spread,Basketball,937.38,3.47,Daily,5,Live Bets > Results,True,True,False,False,False
7031,2024-12-27 19:27:39.060924,Android,58.69,Home,Logout,Multiple Wins,267.22,27.62,"London, UK",English,Direct,New,False,Loss,Moneyline,Tennis,108.88,2.52,Rarely,2,Live Bets > Results,False,True,False,False,True
1215,2024-12-24 19:27:39.060944,Android,17.7,Home,View Odds,Multiple Wins,29.87,18.24,"Berlin, Germany",Spanish,Referral Link,New,False,No Bet,Moneyline,Tennis,41.02,3.39,Rarely,5,Live Bets > Results,False,False,False,True,False
9046,2025-01-17 19:27:39.060961,Android,17.69,Home,Login,Multiple Wins,271.72,8.43,"Toronto, Canada",Portuguese,Referral Link,Returning,True,Loss,Over/Under,Football,807.14,2.19,Daily,2,Home > Odds,False,False,False,True,True
8983,2025-01-13 19:27:39.060992,Android,163.61,Results,Click,No Bets,126.34,18.63,"New York, USA",Portuguese,Social Media,Returning,True,Win,Parlay,Baseball,47.6,3.84,Monthly,3,Live Bets > Results,False,False,False,True,True
5876,2024-12-28 19:27:39.061010,iOS,56.35,Sports,Login,Recent Loss,36.14,4.7,"New York, USA",French,Direct,New,True,Loss,Over/Under,Tennis,615.42,4.25,Monthly,1,Home > Sports,False,True,True,True,True
5263,2024-12-24 19:27:39.061029,iOS,167.45,Sports,Scroll,No Bets,443.88,26.63,"Sydney, Australia",German,Referral Link,New,False,Win,Spread,Football,968.16,4.28,Daily,4,Sports > Bet History,False,True,True,False,True
3685,2024-12-25 19:27:39.061047,Android,5.03,Odds,Click,Multiple Losses,230.27,11.93,"Toronto, Canada",Portuguese,Social Media,New,False,Loss,Over/Under,Baseball,71.99,3.93,Monthly,2,Home > Sports,True,False,False,True,True
7785,2025-01-20 19:27:39.061065,Android,58.77,Odds,Click,Recent Loss,227.69,27.23,"Sydney, Australia",Portuguese,Ad,New,True,Win,Spread,Basketball,339.36,3.38,Daily,1,Live Bets > Results,True,False,True,True,True
3208,2025-01-09 19:27:39.061084,iOS,36.48,Bet History,Place Bet,Recent Win,469.2,22.42,"Toronto, Canada",German,Ad,Returning,True,Loss,Moneyline,Soccer,813.07,2.54,Rarely,3,Home > Odds,False,False,False,True,False
3820,2024-12-28 19:27:39.061104,iOS,143.73,Results,Logout,No Bets,119.46,10.43,"London, UK",Spanish,Direct,New,False,Loss,Spread,Baseball,218.33,3.25,Rarely,5,Home > Odds,True,True,False,True,False
9321,2025-01-06 19:27:39.061129,iOS,146.59,Live Bets,View Odds,Multiple Wins,137.05,6.36,"Sydney, Australia",Spanish,Referral Link,Returning,True,Win,Spread,Football,229.99,2.82,Rarely,5,Home > Sports,False,True,False,True,True
1791,2025-01-10 19:27:39.061151,iOS,111.67,Odds,Login,Multiple Losses,390.64,5.48,"Berlin, Germany",German,Direct,Returning,False,Loss,Moneyline,Baseball,630.0,4.65,Rarely,3,Live Bets > Results,True,True,False,False,False
3949,2024-12-30 19:27:39.061172,iOS,4.73,Home,Login,No Bets,280.43,6.92,"Toronto, Canada",English,Referral Link,New,True,No Bet,Moneyline,Basketball,338.17,2.61,Daily,3,Home > Sports,False,True,True,False,True
7122,2025-01-04 19:27:39.061194,iOS,150.21,Odds,Scroll,Multiple Losses,235.9,1.66,"Berlin, Germany",Portuguese,Referral Link,New,False,Loss,Over/Under,Tennis,662.53,2.01,Rarely,3,Live Bets > Results,True,True,True,False,False
2228,2025-01-09 19:27:39.061220,Android,43.79,Results,Click,Multiple Wins,451.89,14.05,"New York, USA",English,Direct,New,False,No Bet,Over/Under,Soccer,426.15,2.9,Daily,2,Live Bets > Results,True,True,False,True,True
7757,2025-01-01 19:27:39.061238,Android,146.93,Home,View Odds,No Bets,119.92,23.72,"Toronto, Canada",English,Referral Link,New,False,Loss,Moneyline,Soccer,175.81,3.05,Monthly,2,Home > Sports,False,False,False,False,False
4569,2024-12-27 19:27:39.061258,Android,73.8,Home,Logout,Multiple Wins,3.66,12.8,"New York, USA",English,Ad,New,True,No Bet,Over/Under,Basketball,190.05,2.82,Daily,3,Live Bets > Results,True,True,False,False,False
9479,2024-12-28 19:27:39.061279,iOS,116.76,Sports,Login,No Bets,365.65,23.71,"Toronto, Canada",Spanish,Social Media,Returning,True,Loss,Parlay,Basketball,296.48,4.5,Monthly,4,Live Bets > Results,False,False,False,True,True
2433,2025-01-11 19:27:39.061297,iOS,144.8,Odds,Login,Recent Loss,375.39,20.87,"New York, USA",Portuguese,Ad,New,True,Loss,Over/Under,Baseball,283.89,1.92,Monthly,4,Sports > Bet History,False,False,False,False,False
3062,2024-12-24 19:27:39.061317,Android,157.48,Odds,Click,Multiple Losses,309.34,25.14,"Toronto, Canada",German,Search Engine,New,False,Win,Parlay,Baseball,316.57,2.12,Weekly,1,Live Bets > Results,True,True,False,True,False
2007,2024-12-27 19:27:39.061337,Android,32.19,Results,Login,Recent Loss,96.49,15.96,"London, UK",English,Direct,Returning,False,No Bet,Moneyline,Soccer,868.66,2.1,Monthly,3,Live Bets > Results,True,False,True,False,True
7934,2025-01-21 19:27:39.061356,iOS,115.89,Results,Logout,No Bets,59.98,2.95,"Sydney, Australia",Spanish,Referral Link,New,False,No Bet,Moneyline,Basketball,397.59,2.66,Monthly,2,Sports > Bet History,False,True,False,False,False
8011,2025-01-02 19:27:39.061373,iOS,17.44,Live Bets,Logout,Recent Win,133.2,9.92,"Toronto, Canada",Spanish,Direct,Returning,True,No Bet,Parlay,Baseball,110.08,4.4,Weekly,2,Home > Odds,False,False,False,True,False
6890,2025-01-03 19:27:39.061390,iOS,179.52,Live Bets,Place Bet,Recent Loss,473.1,13.32,"Sydney, Australia",French,Direct,New,False,No Bet,Spread,Football,809.58,3.16,Rarely,2,Home > Odds,False,True,False,False,False
9183,2024-12-29 19:27:39.061409,iOS,100.59,Sports,Login,Multiple Wins,471.38,26.28,"Sydney, Australia",German,Search Engine,Returning,False,No Bet,Spread,Soccer,452.99,1.56,Weekly,5,Sports > Bet History,True,True,True,False,False
2472,2025-01-16 19:27:39.061429,Android,82.94,Results,Place Bet,Multiple Wins,370.74,18.57,"Sydney, Australia",English,Social Media,Returning,False,Loss,Moneyline,Soccer,599.36,3.67,Daily,2,Live Bets > Results,False,True,True,True,False
6721,2025-01-15 19:27:39.061446,iOS,91.76,Sports,Logout,Recent Loss,22.7,21.43,"Sydney, Australia",Portuguese,Referral Link,Returning,True,Loss,Parlay,Football,202.22,3.41,Weekly,5,Home > Odds,True,True,True,True,True
9717,2024-12-29 19:27:39.061463,Android,66.57,Results,Login,Multiple Losses,257.65,28.87,"Toronto, Canada",French,Referral Link,Returning,False,No Bet,Over/Under,Baseball,458.5,3.93,Monthly,3,Live Bets > Results,False,False,False,False,False
8726,2024-12-24 19:27:39.061480,Android,124.72,Home,Logout,Multiple Losses,481.57,19.76,"New York, USA",Spanish,Social Media,Returning,True,Loss,Parlay,Baseball,454.5,3.12,Rarely,5,Home > Sports,False,True,False,False,False
1554,2025-01-22 19:27:39.061497,iOS,136.58,Live Bets,Scroll,No Bets,496.08,12.19,"London, UK",Portuguese,Social Media,Returning,False,No Bet,Over/Under,Basketball,334.82,4.07,Rarely,5,Home > Sports,False,False,True,True,False
5306,2025-01-12 19:27:39.061526,iOS,57.08,Odds,Logout,No Bets,461.81,4.11,"Sydney, Australia",English,Social Media,Returning,False,Loss,Over/Under,Basketball,616.62,2.91,Rarely,4,Sports > Bet History,True,False,False,False,False
9470,2025-01-21 19:27:39.061545,iOS,125.26,Odds,Logout,Multiple Wins,404.01,5.28,"London, UK",German,Direct,New,False,Win,Moneyline,Basketball,741.06,4.65,Daily,5,Home > Odds,False,False,True,False,True
7555,2025-01-01 19:27:39.061562,Android,157.07,Results,Login,Recent Loss,136.53,30.0,"New York, USA",English,Ad,Returning,False,Win,Over/Under,Soccer,875.39,1.6,Daily,4,Live Bets > Results,False,False,False,False,False
9897,2025-01-20 19:27:39.061583,Android,98.08,Odds,Logout,Recent Win,57.57,5.5,"London, UK",German,Direct,Returning,True,No Bet,Over/Under,Baseball,538.56,4.2,Rarely,3,Live Bets > Results,True,True,False,True,False
9045,2024-12-28 19:27:39.061600,Android,143.18,Live Bets,Place Bet,Recent Loss,77.84,23.68,"Toronto, Canada",Spanish,Ad,Returning,False,Win,Moneyline,Baseball,148.77,4.28,Daily,4,Sports > Bet History,True,True,True,True,True
3143,2025-01-23 19:27:39.061637,Android,99.58,Sports,Scroll,No Bets,307.69,15.1,"New York, USA",French,Search Engine,Returning,False,Loss,Spread,Basketball,56.64,3.35,Rarely,4,Home > Sports,False,False,True,False,True
1132,2025-01-21 19:27:39.061697,Android,137.13,Sports,Logout,Multiple Wins,300.89,20.08,"Berlin, Germany",Spanish,Direct,Returning,False,Loss,Moneyline,Basketball,689.48,1.99,Weekly,1,Live Bets > Results,False,False,True,True,False
3300,2024-12-30 19:27:39.061717,Android,79.78,Home,Login,Recent Loss,57.82,14.86,"New York, USA",German,Social Media,New,True,No Bet,Parlay,Baseball,214.34,3.43,Daily,2,Sports > Bet History,True,True,True,True,True
7861,2025-01-18 19:27:39.061734,Android,89.9,Sports,Logout,Multiple Losses,284.95,12.2,"Berlin, Germany",French,Direct,New,True,Win,Moneyline,Tennis,490.95,2.24,Weekly,1,Sports > Bet History,True,True,True,False,True
5363,2025-01-20 19:27:39.061751,iOS,45.26,Results,Click,Multiple Wins,330.65,8.37,"Sydney, Australia",German,Direct,New,False,Loss,Over/Under,Soccer,288.48,3.79,Weekly,4,Live Bets > Results,True,False,False,True,True
6314,2024-12-30 19:27:39.061768,iOS,34.65,Home,Click,Recent Loss,332.08,9.12,"New York, USA",Spanish,Direct,Returning,True,Win,Over/Under,Football,704.19,3.99,Daily,4,Sports > Bet History,True,False,True,True,True
8830,2025-01-20 19:27:39.061785,Android,38.46,Bet History,Logout,Recent Loss,116.91,12.53,"New York, USA",French,Search Engine,New,False,No Bet,Parlay,Baseball,813.46,4.28,Daily,2,Home > Sports,False,True,True,False,True
6304,2025-01-12 19:27:39.061803,iOS,34.0,Results,View Odds,Recent Loss,254.56,5.77,"Sydney, Australia",French,Search Engine,New,False,No Bet,Moneyline,Tennis,879.51,3.07,Rarely,2,Sports > Bet History,False,True,False,True,False
4088,2024-12-25 19:27:39.061829,iOS,97.79,Home,Scroll,Recent Loss,15.0,9.04,"Sydney, Australia",Spanish,Social Media,Returning,True,Win,Parlay,Baseball,961.62,2.01,Rarely,4,Live Bets > Results,False,False,False,False,False
3590,2025-01-08 19:27:39.061848,Android,152.92,Sports,View Odds,Multiple Losses,103.12,7.45,"London, UK",Portuguese,Direct,Returning,True,No Bet,Spread,Basketball,665.73,3.41,Daily,3,Home > Odds,False,True,False,True,False
4324,2025-01-14 19:27:39.061866,Android,177.21,Results,Logout,Multiple Wins,496.61,9.11,"New York, USA",English,Search Engine,New,False,Win,Over/Under,Football,247.46,4.46,Rarely,5,Sports > Bet History,True,False,True,False,True
1606,2024-12-27 19:27:39.061883,iOS,131.32,Sports,Logout,Recent Win,291.01,27.94,"Sydney, Australia",French,Direct,New,False,No Bet,Moneyline,Soccer,703.79,2.97,Daily,5,Home > Sports,True,False,True,False,False
1989,2025-01-08 19:27:39.061900,iOS,156.05,Home,Place Bet,Multiple Losses,178.01,24.76,"Toronto, Canada",German,Direct,Returning,True,Loss,Moneyline,Football,348.35,4.1,Rarely,5,Home > Sports,True,False,False,True,False
2130,2025-01-16 19:27:39.061918,Android,137.79,Sports,Logout,Multiple Losses,327.48,13.72,"Sydney, Australia",French,Social Media,New,False,Win,Moneyline,Tennis,550.63,2.86,Monthly,2,Home > Sports,True,True,True,False,True
9646,2025-01-01 19:27:39.061935,iOS,134.54,Live Bets,View Odds,No Bets,343.5,9.9,"New York, USA",Spanish,Search Engine,Returning,False,No Bet,Spread,Baseball,310.39,2.39,Monthly,5,Live Bets > Results,True,False,True,False,False
6537,2024-12-27 19:27:39.061953,iOS,2.36,Results,View Odds,Recent Win,369.94,3.43,"Berlin, Germany",German,Social Media,New,True,Win,Spread,Baseball,839.04,1.99,Monthly,4,Sports > Bet History,False,True,False,True,True
6860,2025-01-14 19:27:39.061971,Android,38.5,Bet History,Logout,Multiple Losses,301.76,23.52,"Berlin, Germany",French,Social Media,Returning,True,Win,Over/Under,Soccer,179.54,3.05,Rarely,4,Home > Sports,False,False,False,True,True
9113,2024-12-31 19:27:39.062002,iOS,54.44,Results,Click,Multiple Wins,143.35,27.15,"Toronto, Canada",Portuguese,Direct,Returning,True,Win,Moneyline,Tennis,77.22,3.01,Monthly,1,Sports > Bet History,False,False,True,True,True
4145,2025-01-09 19:27:39.062023,iOS,3.96,Odds,Place Bet,Recent Win,155.17,12.16,"Berlin, Germany",Portuguese,Direct,Returning,True,Win,Over/Under,Soccer,948.33,2.66,Monthly,5,Home > Sports,False,True,False,True,True
4185,2025-01-07 19:27:39.062040,iOS,108.7,Odds,Logout,No Bets,271.51,27.29,"Berlin, Germany",Spanish,Referral Link,New,True,No Bet,Spread,Baseball,272.71,3.67,Weekly,4,Live Bets > Results,False,True,True,False,False
6188,2025-01-18 19:27:39.062058,Android,86.58,Home,Scroll,Recent Loss,7.89,18.18,"Berlin, Germany",Spanish,Search Engine,Returning,False,Win,Moneyline,Tennis,267.05,4.44,Weekly,3,Sports > Bet History,True,False,True,True,True
5503,2025-01-23 19:27:39.062086,iOS,98.54,Sports,Logout,No Bets,332.28,5.33,"Sydney, Australia",Portuguese,Referral Link,New,True,No Bet,Moneyline,Tennis,577.53,1.67,Rarely,1,Sports > Bet History,True,False,False,False,True
4045,2025-01-07 19:27:39.062107,iOS,27.0,Odds,Place Bet,Multiple Losses,223.5,12.56,"Berlin, Germany",German,Referral Link,New,True,No Bet,Parlay,Basketball,961.84,3.84,Monthly,2,Home > Sports,False,True,False,False,True
5139,2025-01-07 19:27:39.062129,iOS,85.75,Live Bets,Place Bet,Multiple Wins,31.63,9.75,"Sydney, Australia",Portuguese,Direct,New,True,Loss,Over/Under,Basketball,326.96,4.6,Rarely,4,Home > Sports,True,True,True,True,False
8890,2025-01-14 19:27:39.062154,iOS,102.38,Sports,Logout,Recent Win,379.5,27.5,"Toronto, Canada",French,Referral Link,Returning,True,Loss,Moneyline,Basketball,935.69,4.28,Rarely,4,Home > Sports,False,True,False,True,False
4819,2025-01-14 19:27:39.062183,iOS,178.87,Sports,Logout,Multiple Losses,255.46,2.85,"New York, USA",English,Search Engine,New,True,Win,Moneyline,Tennis,358.61,3.26,Rarely,1,Home > Sports,True,False,False,True,False
9418,2025-01-05 19:27:39.062212,Android,164.77,Bet History,Logout,Recent Loss,39.31,5.89,"Toronto, Canada",Portuguese,Referral Link,Returning,True,Loss,Spread,Tennis,405.56,2.68,Weekly,2,Live Bets > Results,False,True,True,True,False
6879,2025-01-16 19:27:39.062245,iOS,60.38,Sports,Click,Recent Loss,307.17,22.25,"New York, USA",German,Social Media,Returning,False,Loss,Spread,Baseball,576.75,2.06,Weekly,4,Sports > Bet History,False,True,True,True,False
3599,2025-01-03 19:27:39.062267,Android,159.11,Live Bets,Logout,Recent Win,331.14,6.09,"Berlin, Germany",Spanish,Social Media,New,True,No Bet,Spread,Tennis,456.54,3.67,Daily,3,Home > Sports,True,False,False,True,True
6729,2025-01-08 19:27:39.062285,iOS,68.18,Home,View Odds,Multiple Wins,397.93,16.65,"Sydney, Australia",Portuguese,Direct,Returning,True,Win,Spread,Football,713.55,2.43,Daily,3,Live Bets > Results,False,False,True,False,False
2633,2025-01-11 19:27:39.062317,iOS,34.84,Odds,Place Bet,Multiple Losses,424.47,16.29,"New York, USA",French,Ad,New,True,Win,Parlay,Baseball,751.28,3.07,Weekly,5,Home > Sports,True,False,False,False,False
7646,2025-01-17 19:27:39.062346,Android,62.78,Home,Scroll,Recent Loss,316.22,12.72,"London, UK",Spanish,Ad,Returning,False,Win,Moneyline,Baseball,970.15,2.21,Daily,2,Sports > Bet History,False,True,True,False,True
7810,2025-01-08 19:27:39.062367,iOS,150.21,Results,Logout,Multiple Wins,293.22,23.07,"New York, USA",Portuguese,Search Engine,New,True,Loss,Over/Under,Basketball,326.23,3.34,Weekly,1,Live Bets > Results,False,False,True,False,False
3684,2024-12-31 19:27:39.062384,Android,174.15,Bet History,View Odds,Recent Loss,90.99,17.41,"Toronto, Canada",Spanish,Direct,New,True,Loss,Moneyline,Soccer,270.89,1.76,Rarely,2,Live Bets > Results,True,True,False,False,True
6620,2025-01-22 19:27:39.062405,Android,90.53,Sports,Place Bet,Recent Loss,50.81,26.76,"Sydney, Australia",English,Search Engine,New,True,No Bet,Moneyline,Football,240.23,2.19,Rarely,1,Home > Odds,False,True,False,False,True
5926,2025-01-06 19:27:39.062422,iOS,72.22,Sports,Scroll,No Bets,176.37,23.93,"New York, USA",Portuguese,Referral Link,New,False,Win,Moneyline,Soccer,103.33,2.54,Weekly,5,Sports > Bet History,True,True,False,False,True
8604,2025-01-01 19:27:39.062438,Android,11.24,Home,Logout,Multiple Wins,160.59,23.68,"Toronto, Canada",French,Direct,Returning,True,Win,Over/Under,Tennis,224.64,3.69,Rarely,5,Home > Odds,True,True,True,True,True
6911,2025-01-01 19:27:39.062455,iOS,82.67,Results,Place Bet,Multiple Wins,64.95,28.44,"Berlin, Germany",French,Search Engine,Returning,False,Win,Parlay,Football,510.46,3.64,Daily,5,Home > Sports,True,False,False,False,True
6482,2024-12-24 19:27:39.062476,Android,53.87,Live Bets,View Odds,Recent Win,447.57,22.68,"New York, USA",German,Referral Link,Returning,False,No Bet,Moneyline,Soccer,506.92,4.79,Rarely,5,Live Bets > Results,True,True,True,False,False
9923,2024-12-31 19:27:39.062494,Android,94.28,Bet History,View Odds,Recent Loss,211.6,15.55,"Toronto, Canada",French,Social Media,New,False,Loss,Parlay,Basketball,754.51,4.67,Rarely,3,Sports > Bet History,True,False,False,False,True
2102,2025-01-06 19:27:39.062512,Android,94.46,Results,View Odds,Multiple Losses,221.43,1.18,"London, UK",English,Ad,New,True,Loss,Spread,Football,485.58,3.89,Monthly,3,Home > Sports,False,True,True,False,True
7435,2025-01-20 19:27:39.062530,iOS,104.44,Results,Scroll,Multiple Losses,213.87,2.75,"New York, USA",Portuguese,Referral Link,Returning,True,Loss,Moneyline,Baseball,427.72,4.71,Monthly,2,Home > Sports,True,True,True,True,True
9185,2024-12-29 19:27:39.062546,iOS,73.96,Live Bets,Scroll,Multiple Losses,5.5,10.1,"New York, USA",Portuguese,Referral Link,New,False,Win,Moneyline,Basketball,24.23,3.12,Weekly,4,Home > Odds,False,False,True,True,True
9246,2025-01-11 19:27:39.062567,iOS,151.56,Bet History,Place Bet,Recent Win,461.65,21.53,"New York, USA",English,Search Engine,New,False,Win,Parlay,Tennis,744.13,2.85,Daily,3,Live Bets > Results,True,True,False,False,False
6544,2024-12-30 19:27:39.062584,Android,74.92,Home,Click,No Bets,225.89,9.6,"New York, USA",Portuguese,Search Engine,Returning,True,Loss,Parlay,Tennis,804.84,3.62,Rarely,2,Home > Sports,False,False,True,False,True
5004,2025-01-21 19:27:39.062601,Android,114.81,Home,View Odds,Multiple Wins,314.06,26.83,"Sydney, Australia",French,Direct,New,False,Win,Moneyline,Baseball,666.82,3.17,Rarely,1,Home > Odds,False,False,False,False,False
8287,2025-01-05 19:27:39.062618,iOS,158.67,Sports,Scroll,Recent Loss,480.76,11.94,"Berlin, Germany",Spanish,Search Engine,New,True,Win,Over/Under,Soccer,441.11,2.52,Monthly,4,Home > Sports,True,False,True,False,False
1383,2024-12-27 19:27:39.062636,iOS,121.52,Home,Scroll,No Bets,112.88,3.21,"Sydney, Australia",Portuguese,Direct,Returning,False,Win,Spread,Football,111.47,3.26,Monthly,4,Live Bets > Results,True,True,True,False,False
8509,2025-01-21 19:27:39.062657,Android,135.8,Sports,Scroll,Recent Win,53.19,13.96,"Toronto, Canada",Portuguese,Social Media,Returning,True,Loss,Over/Under,Baseball,404.14,4.03,Weekly,3,Home > Odds,True,False,True,False,True
3650,2024-12-27 19:27:39.062674,Android,129.4,Results,Login,Multiple Losses,294.11,11.13,"New York, USA",French,Social Media,Returning,True,Win,Parlay,Soccer,281.61,1.97,Weekly,3,Home > Sports,True,True,False,False,False
3582,2025-01-08 19:27:39.062693,Android,167.41,Odds,Scroll,Recent Win,421.53,6.38,"London, UK",Spanish,Referral Link,New,True,Win,Parlay,Baseball,266.53,2.89,Weekly,3,Home > Sports,True,False,False,False,True
3951,2025-01-08 19:27:39.062710,Android,157.91,Live Bets,Logout,Recent Loss,121.6,15.23,"Toronto, Canada",German,Search Engine,Returning,False,Win,Over/Under,Soccer,647.51,4.4,Rarely,3,Home > Odds,False,False,True,True,True
7325,2025-01-23 19:27:39.062728,Android,121.94,Results,Logout,No Bets,448.05,13.17,"Sydney, Australia",Portuguese,Search Engine,New,False,Win,Parlay,Basketball,228.48,1.66,Daily,4,Home > Sports,False,True,True,True,False
1875,2025-01-03 19:27:39.062751,Android,88.25,Home,Scroll,Recent Win,306.23,4.28,"Toronto, Canada",Spanish,Social Media,Returning,False,No Bet,Over/Under,Football,466.69,3.01,Daily,4,Sports > Bet History,False,True,True,True,True
9551,2025-01-22 19:27:39.062783,iOS,62.32,Home,View Odds,Recent Loss,119.26,11.1,"London, UK",Portuguese,Ad,Returning,True,Loss,Moneyline,Baseball,19.96,2.31,Daily,1,Sports > Bet History,False,True,True,True,True
2531,2025-01-21 19:27:39.062800,iOS,163.3,Sports,Place Bet,Recent Win,57.99,14.66,"Toronto, Canada",English,Ad,New,True,No Bet,Parlay,Baseball,53.1,1.89,Weekly,1,Home > Sports,False,True,True,False,True
6682,2024-12-29 19:27:39.062819,iOS,77.61,Home,Click,Recent Loss,172.71,19.07,"New York, USA",Spanish,Search Engine,Returning,False,Win,Over/Under,Baseball,125.14,3.74,Rarely,2,Home > Odds,True,False,True,False,False
5068,2025-01-08 19:27:39.062836,iOS,38.05,Bet History,Logout,Multiple Losses,183.87,13.64,"Berlin, Germany",German,Direct,New,True,Loss,Over/Under,Soccer,936.58,4.73,Daily,1,Live Bets > Results,True,False,True,False,False
3184,2025-01-07 19:27:39.062862,Android,114.58,Sports,Place Bet,Multiple Losses,357.13,11.55,"Sydney, Australia",Portuguese,Direct,Returning,False,Loss,Moneyline,Tennis,252.78,3.15,Monthly,4,Live Bets > Results,False,True,True,True,False
2686,2025-01-22 19:27:39.062883,iOS,25.52,Home,Logout,Recent Win,198.78,5.13,"Toronto, Canada",French,Ad,New,False,Win,Parlay,Football,539.27,2.33,Weekly,2,Home > Odds,False,False,False,True,True
4593,2025-01-16 19:27:39.062901,iOS,170.79,Bet History,Logout,Recent Loss,475.79,4.92,"New York, USA",French,Referral Link,Returning,False,No Bet,Spread,Tennis,307.39,2.62,Rarely,3,Sports > Bet History,False,True,False,True,True
