OBJECTID,PARKING_SPACE_ID,POST_ID,MS_PAY_STATION_ID,MS_SPACE_NUM,SENSOR_FLAG,ON_OFFSTREET_TYPE,OSP_ID,JURISDICTION,PM_DISTRICT_ID,BLOCKFACE_ID,ACTIVE_METER_FLAG,REASON_CODE,SMART_METER_FLAG,METER_TYPE,METER_VENDOR,METER_MODEL,CAP_COLOR,PCO_BEAT,OLD_RATE_AREA,STREET_ID,STREET_NAME,STREET_NUM,PARITY_DIGIT_POSITION,STREET_SEG_CTRLN_ID,ORIENTATION,LONGITUDE,LATITUDE,LEGISLATION_REF,LEGISLATION_DT,WORK_ORDER,COMMENTS,COLLECTION_ROUTE,COLLECTION_SUBROUTE,PMR_ROUTE,NFC_KEY,SPT_CODE,COLLECTION_ROUTE_DESC,COLLECTION_SUBROUTE_DESC,shape,data_as_of,data_loaded_at,analysis_neighborhood,supervisor_district,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts
155066,-,415-12250,-,0,,ON,,SFMTA,5,415121,M,-,,SS,IPS,M5,Grey,,,415,FILLMORE ST,1225,,5543000,,-122.43236069730001,37.781249302300004,,,,,102,102-51,C-3,,,Fillmore Flats: 1000 - 1500,Fillmore Flats,POINT (-122.432360697 37.781249302),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Western Addition,5,39,97,97,4,11
154533,-,440-17210,-,0,,ON,,SFMTA,5,440171,U,U8,,SS,IPS,M5,Grey,,,440,GEARY BLVD,1721,,6041102,,-122.43199569890001,37.784271498100004,,,,,,,C-3,,,,,POINT (-122.431995699 37.784271498),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Western Addition,5,39,101,101,4,11
155680,-,415-24050,-,0,,ON,,SFMTA,5,415241,T,UY,,SS,MacKay,mkBeacon,Grey,,,415,FILLMORE ST,2405,,5556000,,-122.4344937016,37.7918166024,,,,,101,101-51,C-4,,,Fillmore Hills: 2400 -1700,Fillimore: 2400 -1700 Califronia,POINT (-122.434493702 37.791816602),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Pacific Heights,2,30,102,102,4,6
159344,-,445-00840,-,0,,ON,,SFMTA,12,445002,M,-,,SS,IPS,M5,Grey,,,445,GREEN ST,84,,6439000,,-122.4008930993,37.8005863977,,,,,203,203-4,G-1,,,Broadway St: Unit - 800,Battery: 800 - 1200,POINT (-122.400893099 37.800586398),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,77,77,6,3
155367,-,657-25330,-,0,,ON,,SFMTA,33,657251,M,-,,SS,IPS,M5,Grey,,,657,SAN BRUNO AVE,2533,,11376000,,-122.40430850140001,37.729563698999996,,,,,310,310-1,O-4,,,San Bruno Ave: 2400 - 2700,San Bruno,POINT (-122.404308501 37.729563699),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Portola,9,25,91,91,2,2
158831,-,360-22180,-,0,,ON,,SFMTA,21,360222,M,-,,SS,IPS,M5,Grey,,,360,CLEMENT ST,2218,,4173000,,-122.4831829981,37.7821666011,,,,,127,127-2,B-4,,,Clement St: 1800 - 2400,Clement (Outer),POINT (-122.483182998 37.782166601),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Outer Richmond,1,29,8,8,8,4
152527,-,202-01600,-,0,,ON,,SFMTA,1,202012,U,UC,,-,-,-,-,,,202,02ND ST,160,,134000,,-122.3985028991,37.7868779012,,,,,,,M-2,,,,,POINT (-122.398502899 37.786877901),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,32,32,1,10
161314,-,209-04310,-,0,,ON,,SFMTA,14,209041,U,U6,,SS,IPS,M5,Grey,,,209,09TH ST,431,,457000,,-122.4091131982,37.771887202600006,,,,,,,N-2,,,,,POINT (-122.409113198 37.771887203),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
154358,-,568-34020,-,0,,ON,,SFMTA,29,568342,U,U1,,-,-,-,-,,,568,MISSION ST,3402,,9138000,,-122.422187302,37.742196797300004,,,,,,,R-5,,,,,POINT (-122.422187302 37.742196797),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Bernal Heights,9,2,83,83,9,2
157114,-,339-01600,-,0,,ON,,SFMTA,2,339012,T,UC,,SS,IPS,M5,Grey,,,339,BERRY ST,160,,2953000,,-122.3926943016,37.776398901700006,,,,,DPT MOS,DPT MOS,N-4,,,,,POINT (-122.392694302 37.776398902),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission Bay,6,4,34,34,1,10
150702,-,542-01140,-,0,,ON,,SFMTA,3,542012,U,U6,,-,-,-,Blue,,,542,LARKIN ST,114,,8121000,,-122.4165930019,37.779233298200005,,,,,,,J-4,,,,,POINT (-122.416593002 37.779233298),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Tenderloin,5,36,21,21,5,10
161237,-,581-23450,-,0,,ON,,SFMTA,25,581231,M,-,,SS,IPS,M5,Grey,,,581,NORIEGA ST,2345,,9664000,,-122.4891396982,37.7535880998,,,,,332,332-1,A-2,,,Noriega St: 2300 - 2500,Noriega 30th Ave - 34th Ave,POINT (-122.489139698 37.7535881),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Sunset/Parkside,4,35,39,39,10,7
152838,-,878-00780,-,0,,ON,,PORT,11,878002,M,-,,SS,IPS,M5,Grey,,,878,VALLEJO ST,78,,13080000,,-122.3996611998,37.799797303,,,,,606,606-5,Port 1,,,Green St; Vallejo St; Front St,Green,POINT (-122.3996612 37.799797303),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,77,77,6,3
161023,-,440-61260,-,0,,ON,,SFMTA,21,440612,T,UK,,SS,IPS,M5,Grey,,,440,GEARY BLVD,6126,,6082201,,-122.48561970120001,37.7801832975,,,,,DPT MOS,DPT MOS,B-4,,,,,POINT (-122.485619701 37.780183297),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Outer Richmond,1,29,8,8,8,4
150172,-,668-09960,-,0,,ON,,SFMTA,29,668092,M,UY,,SS,IPS,M5,Grey,,,668,SHOTWELL ST,996,,11841000,,-122.41523450209999,37.7525950008,,,,,303,303-2,R-4,,,24 St (Lower): 2700 - 3300,24th St Lower,POINT (-122.415234502 37.752595001),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,9,20,53,53,3,2
157745,-,440-22080,-,0,,ON,,SFMTA,18,440222,T,U9,,SS,MacKay,mkBeacon,Grey,,,440,GEARY BLVD,2208,,6044201,,-122.43986689830001,37.7834015013,,,,,DPT MOS,DPT MOS,C-1,,,,,POINT (-122.439866898 37.783401501),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Japantown,2,15,103,103,8,11
153246,-,470-06870,-,0,,ON,,SFMTA,1,470063,M,UY,,SS,IPS,M5,Grey,,,470,HOWARD ST,687,,7037000,,-122.4001335983,37.7851747991,,,,,404,404-1,M-2,,,Howard St: Unit - 600 Bryan St,Howard Unit-600,POINT (-122.400133598 37.785174799),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,32,32,1,10
161827,-,581-24360,-,0,,ON,,SFMTA,25,581242,M,UV,,SS,IPS,M5,Grey,,,581,NORIEGA ST,2436,,9665000,,-122.49001699850001,37.7537418016,,,,,332,332-2,A-2,,,Noriega St: 2300 - 2500,Noriega 30th Ave - 34th Ave,POINT (-122.490016998 37.753741802),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Sunset/Parkside,4,35,39,39,10,7
158436,-,360-03390,-,0,,ON,,SFMTA,9,360031,M,-,,SS,IPS,M5,Grey,,,360,CLEMENT ST,339,,4153000,,-122.46316680100001,37.7829311983,,,,,125,125-1,B-1,,,Clement St: Unit - 1100,Clement,POINT (-122.463166801 37.782931198),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Inner Richmond,1,11,5,5,8,4
151943,-,830-00090,-,0,,ON,,PORT,1,830001,M,-,,SS,IPS,M5,Grey,,,830,EMBARCADERO NORTH,9,,12553103,,-122.3945570008,37.7951469001,,,,,613,613-1,Port 2,,,Embarcadero North Port,Embarcadero North | Unit-600,POINT (-122.394557001 37.7951469),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,108,108,6,3
160859,-,652-32260,-,0,,ON,,SFMTA,7,652322,T,UY,,SS,MacKay,mkBeacon,Grey,,,652,SCOTT ST,3226,,11715000,,-122.4410622024,37.7999407005,,,,,DPT MOS,DPT MOS,F-2,,,,,POINT (-122.441062202 37.7999407),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Marina,2,13,17,17,4,6
162045,-,568-23090,-,0,,ON,,SFMTA,4,568231,M,UY,,SS,IPS,M5,Yellow,,,568,MISSION ST,2309,,9121000,,-122.4190826004,37.7598972981,,,,,334,334-1,R-3,,,Mission St: 2100 - 2400,Mission 2100-2400,POINT (-122.4190826 37.759897298),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,9,20,53,53,3,2
154289,-,568-27400,-,0,,ON,,SFMTA,4,568272,M,-,,SS,IPS,M5,Grey,,,568,MISSION ST,2740,,9125000,,-122.4185666998,37.7526230019,,,,,302,302-2,R-4,,,Mission St: 2500 - 2700,Mission 2500-2700,POINT (-122.4185667 37.752623002),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,9,20,53,53,3,2
154262,-,440-60270,-,0,,ON,,SFMTA,21,440601,T,U8,,SS,IPS,M5,Grey,,,440,GEARY BLVD,6027,,6081101,,-122.48455199760001,37.7799617023,,,,,DPT MOS,DPT MOS,B-4,,,,,POINT (-122.484551998 37.779961702),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Outer Richmond,1,29,8,8,8,4
157632,-,422-02170,-,0,,ON,,SFMTA,1,422021,M,-,,SS,IPS,M5,Red,,,422,FRONT ST,217,,5870000,,-122.3989790973,37.7939144027,,,,,214,214-1,I-1,,,Front St: Unit - 300,Front: Unit - 300,POINT (-122.398979097 37.793914403),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,108,108,6,3
156726,-,568-17510,-,0,,ON,,SFMTA,14,568171,M,-,,SS,IPS,M5,Yellow,,,568,MISSION ST,1751,,9113000,,-122.4199182985,37.7687283986,,,,,DPT MOS,DPT MOS,R-2,,,,,POINT (-122.419918298 37.768728399),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,9,20,53,53,3,2
150564,-,470-09170,-,0,,ON,,SFMTA,14,470091,T,U5,,SS,IPS,M5,Yellow,,,470,HOWARD ST,917,,7041000,,-122.40536890150001,37.781038301900004,,,,,431,431-1,N-3,,,Howard St: 800 - 1600,Howard 1400-900,POINT (-122.405368902 37.781038302),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
161239,-,660-00040,-,0,,ON,,SFMTA,35,660002,M,-,,SS,IPS,M5,Grey,,,660,SANTA ROSA AVE,4,,11589000,,-122.43421750120001,37.725929099,,,,,316,316-2,O-2,,,Mission St: 4300 - 5300,Mission 4800-5100,POINT (-122.434217501 37.725929099),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Outer Mission,11,28,94,94,9,1
158009,-,666-04270,-,0,,ON,,SFMTA,1,666041,M,-,,SS,IPS,M5,Yellow,,,666,SUTTER ST,427,,12322000,,-122.4079107025,37.7892497004,,,,,209,209-3,I-3,,,Bush St: 100 - 900 Sutter St,Sutter: Unit - 800,POINT (-122.407910702 37.7892497),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,19,19,6,3
156495,-,724-00150,-,0,,ON,,SFMTA,15,724001,M,-,,SS,IPS,M5,Grey,,,724,WILLOW ST,15,,13662000,,-122.41828259799999,37.7836665985,,,,,421,421-1,E-4,,,Willow St: Unit - 200,Larch: Willow,POINT (-122.418282598 37.783666599),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Tenderloin,5,36,20,20,5,10
160813,-,380-02040,-,0,,ON,,SFMTA,1,380022,M,-,,SS,IPS,M5,Yellow,,,380,DAVIS ST,204,,4607000,,-122.3977457003,37.7946232994,,,,,224,224-1,I-1,,,Davis St: Unit - 600,Davis: Unit - 200,POINT (-122.3977457 37.794623299),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,108,108,6,3
150929,-,206-00470,-,0,,ON,,SFMTA,14,206001,M,-,,SS,IPS,M5,Yellow,,,206,06TH ST,47,,328000,,-122.40895728490001,37.7812918211,,,,,407,407-1,N-3,,,4th St: Unit 400 5th St:,4th St,POINT (-122.408957285 37.781291821),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,5,10
158059,-,324-10110,-,0,,ON,,SFMTA,12,324101,M,UY,,SS,IPS,M5,Grey,,,324,BATTERY ST,1011,,2765000,,-122.40156861950001,37.800760807200007,,,,,203,203-3,G-1,,,Broadway St: Unit - 800,Battery: 800 - 1200 Sansome,POINT (-122.40156862 37.800760807),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,77,77,6,3
154413,-,203-05010,-,0,,ON,,SFMTA,2,203051,U,U9,,SS,IPS,M5,Red,,,203,03RD ST,501,,175000,,-122.3956158978,37.7812653006,,,,,,,M-3,,,,,POINT (-122.395615898 37.781265301),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,31,31,1,10
153273,-,701-06300,-,0,,ON,,SFMTA,3,701062,U,U1,,-,-,-,-,,,701,VAN NESS AVE,630,,13148202,,-122.4204508008,37.7818836001,,,,,,,J-3,,,,,POINT (-122.420450801 37.7818836),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Tenderloin,5,36,21,21,4,10
150781,-,568-27480,-,0,,ON,,SFMTA,4,568272,U,U9,,-,-,-,-,,,568,MISSION ST,2748,,9125000,,-122.4185454992,37.7524010994,,,,,,,R-4,,,,,POINT (-122.418545499 37.752401099),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,9,20,53,53,3,2
150601,-,446-00980,446-00008,98,,ON,,SFMTA,3,446004,M,-,,MS,MacKay,Elite,Grey,,,446,GROVE ST,98,,6553000,,-122.4179750995,37.778619899300004,,,,,M-401,M401-2,J-4,,,Grove St: Fulton St: McAlliste,"Grove St: Unit, 100, 300",POINT (-122.417975099 37.778619899),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Tenderloin,5,36,21,21,4,10
159837,-,462-14160,-,0,,ON,,SFMTA,23,462142,M,UV,,SS,MacKay,mkBeacon,Yellow,,,462,HAIGHT ST,1416,,6618000,,-122.4459092,37.7702005011,,,,,122,122-2,A-3,,,Haight St: Stanyan St: Masonic,Haight: Stanyan - Masonic,POINT (-122.4459092 37.770200501),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Haight Ashbury,5,3,25,25,7,11
159055,-,830-04030,-,0,,ON,,PORT,1,830041,M,-,,SS,IPS,M5,Grey,,,830,EMBARCADERO NORTH,403,,12554101,,-122.396967787,37.7981673469,,,,,613,613-1,Port 1,,,Embarcadero North Port,Embarcadero North | Unit-600,POINT (-122.396967787 37.798167347),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,77,77,6,3
150147,-,365-06070,-,0,,ON,,SFMTA,30,365061,M,-,,SS,IPS,M5,Grey,,,365,CORTLAND AVE,607,,4427000,,-122.4156334975,37.739031500100005,,,,,331,331-1,O-3,,,Cortland Ave: 300 - 900,Cortland,POINT (-122.415633497 37.7390315),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Bernal Heights,9,2,83,83,9,2
160928,-,411-01210,411-01003,21,,ON,,SFMTA,3,411011,M,-,,MS,MacKay,Elite,Grey,,,411,FELL ST,121,,5440000,,-122.4203255195,37.7761958071,,,,,M-411,M411-3,J-5,,,Gough St: Oak St: Fell St,Fell St. Unit - 300,POINT (-122.42032552 37.776195807),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Hayes Valley,6,9,21,21,4,11
159568,-,330-07100,-,0,,ON,,SFMTA,14,330072,M,-,,SS,MacKay,mkBeacon,Grey,,,330,BRANNAN ST,710,,3082000,,-122.40142750150001,37.774579699,,,,,418,418-2,S-1,,,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,POINT (-122.401427501 37.774579699),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
158610,-,443-09110,443-09001,11,,ON,,SFMTA,3,443091,M,-,,MS,MacKay,Tango,Grey,,,443,GOUGH ST,911,,6327000,,-122.4240813998,37.781921899800004,,,,,M-411,M411-1,J-3,,,Gough St: Oak St: Fell St,Gough St. 800 - 1400,POINT (-122.4240814 37.7819219),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Western Addition,5,39,100,100,4,11
153115,-,217-33350,-,0,,ON,,SFMTA,4,217331,M,-,,SS,IPS,M5,Grey,,,217,17TH ST,3335,,798000,,-122.420950798,37.763282,,,,,DPT MOS,DPT MOS,R-2,,,,,POINT (-122.420950798 37.763282),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,9,20,53,53,3,2
159634,-,569-22113,569-22110,3,,ON,,SFMTA,16,569221,T,U9,,MS,MacKay,Elite,Black,,,569,MARKET ST,2211,,8766101,,-122.43141753200001,37.7653691721,,,,,DPT MOS,DPT MOS,R-1,,,,,POINT (-122.431417532 37.765369172),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Castro/Upper Market,8,5,38,38,3,5
161650,-,720-18070,-,0,,ON,,SFMTA,15,720181,T,UB,,SS,IPS,M5,Grey,,,720,WASHINGTON ST,1807,,13433000,,-122.4232874994,37.7929433984,,,,,116,116-1,D-2,,,Sacramento 1600-1700,Sacramento 1600- 1700,POINT (-122.423287499 37.792943398),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Pacific Heights,2,30,102,102,4,6
160300,-,681-02200,-,0,,ON,,SFMTA,13,681022,M,-,,SS,IPS,M5,Grey,,,681,TAYLOR ST,220,,12428000,,-122.4109885988,37.7847428013,,,,,212,212-4,J-1,,,Jones St: Unit - 800,Taylor: Unit - 700,POINT (-122.410988599 37.784742801),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Tenderloin,5,36,20,20,5,10
150321,-,568-20430,-,0,,ON,,SFMTA,4,568201,M,-,,SS,MacKay,mkBeacon,Green,,,568,MISSION ST,2043,,9116000,,-122.4194536002,37.7637718999,,,,,335,335-1,R-2,,,Mission St: 1700 - 2000,Mission 1700-2000,POINT (-122.4194536 37.7637719),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,9,20,53,53,3,2
154058,-,401-07360,-,0,,ON,,SFMTA,15,401072,M,-,,SS,IPS,M5,Grey,,,401,ELLIS ST,736,,5178000,,-122.4189298988,37.784153698800004,,,,,415,415-2,E-4,,,Ellis St: Unit - 900,Ellis Unit-300,POINT (-122.418929899 37.784153699),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Tenderloin,5,36,20,20,5,10
160217,-,447-01210,-,0,,ON,,SFMTA,12,447011,M,-,,SS,IPS,M5,Grey,,,447,GREENWICH ST,121,,6485000,,-122.4026433022,37.803101398900004,,,,,203,203-5,G-1,,,Broadway St: Unit - 800,Greenwich: 100 Sansome,POINT (-122.402643302 37.803101399),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,77,77,6,3
150332,-,418-09580,-,0,,ON,,SFMTA,14,418092,M,-,,SS,IPS,M5,Grey,,,418,FOLSOM ST,958,,5666000,,-122.4048932006,37.7791963004,,,,,407,407-3,N-3,,,4th St: Unit 400 5th St:,Harrison - 1000,POINT (-122.404893201 37.7791963),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
159361,-,561-03500,-,0,,ON,,SFMTA,2,561032,U,U9,,-,-,-,-,,,561,MAIN ST,350,,8630000,,-122.3905900975,37.7882668999,,,,,,,M-1,,,,,POINT (-122.390590097 37.7882669),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,30,30,1,10
157179,-,914-00200,-,0,,OFF,,SFMTA,31,591252,U,U7,,SS,IPS,M5,Grey,,,591,OCEAN AVE,2500,,9847000,,-122.47222430229999,37.731373402200006,,,,,,,O-1,,,,,POINT (-122.472224302 37.731373402),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,West of Twin Peaks,7,41,62,62,10,8
156828,-,658-02530,-,0,,ON,,SFMTA,1,658021,M,-,,SS,MacKay,mkBeacon,Green,,,658,SPEAR ST,253,,12046000,,-122.3910396022,37.7902322997,,,,,405,405-1,M-1,,,Folsom St: Unit-800 1st:,Folsom 500-800,POINT (-122.391039602 37.7902323),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,108,108,1,10
152491,-,330-04470,-,0,,ON,,SFMTA,2,330041,M,-,,SS,IPS,M5,Grey,,,330,BRANNAN ST,447,,3078000,,-122.3951533006,37.779289199900006,,,,,427,427-51,M-3,,,Brannan St: 200 - 500,5th & Brannan,POINT (-122.395153301 37.7792892),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
153004,-,684-03303,-,0,,ON,,SFMTA,2,684032,U,U3,,-,-,-,-,,,684,TOWNSEND ST,330,,12663000,,-122.3957930188,37.7765953054,,,,,,,N-4,,,,,POINT (-122.395793019 37.776595305),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
161600,-,591-12170,-,0,,ON,,SFMTA,36,591121,M,-,,SS,IPS,M5,Grey,,,591,OCEAN AVE,1217,,9821101,,-122.4558549986,37.723728497399996,,,,,318,318-1,O-1,,,Ocean Ave: 1000 - 1900,Ocean 1000-1700,POINT (-122.455854999 37.723728497),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Oceanview/Merced/Ingleside,11,24,64,64,10,8
155473,-,207-02260,-,0,,ON,,SFMTA,14,207022,M,-,,SS,IPS,M5,Grey,,,207,07TH ST,226,,371000,,-122.408824302,37.777410698000004,,,,,407,407-2,N-3,,,4th St: Unit 400 5th St:,4th St,POINT (-122.408824302 37.777410698),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
151919,-,686-06030,-,0,,ON,,SFMTA,3,686061,M,-,,SS,IPS,M5,Grey,,,686,TURK ST,603,,12723000,,-122.4192191974,37.7820800998,,,,,416,416-1,J-3,,,Turk St: 100 - 900,Turk Unit-700,POINT (-122.419219197 37.7820801),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Tenderloin,5,36,21,21,4,10
151406,-,354-24010,-,0,,ON,,SFMTA,7,354241,M,-,,SS,MacKay,mkBeacon,Grey,,,354,CHESTNUT ST,2401,,3983000,,-122.4429873021,37.799897802,,,,,216,216-53,F-2,,,Lombard St: 2000 - 2400,Lombard 2000-2400 | Chestnut 2000-2400,POINT (-122.442987302 37.799897802),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Marina,2,13,17,17,4,6
153695,-,616-14110,-,0,,ON,,SFMTA,12,616141,M,-,,SS,IPS,M5,Grey,,,616,POWELL ST,1411,,10693000,,-122.4104081017,37.797782902499996,,,,,206,206-3,G-4,,,Powell St: 1000 - 1700,Powell: 1000-17000,POINT (-122.410408102 37.797782903),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Chinatown,3,6,107,107,6,3
152866,-,614-01070,-,0,,ON,,SFMTA,1,614011,T,U5,,SS,IPS,M5,Red,,,614,POST ST,107,,10625000,,-122.4040173979,37.7887962003,,,,,211,211-1,I-3,,,Post St: Unit-600 Geary St,Post: Unit - 600,POINT (-122.404017398 37.7887962),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,19,19,6,3
157859,-,325-04030,-,0,,ON,,SFMTA,6,325041,M,-,,SS,IPS,M5,Grey,,,325,BAY ST,403,,2776000,,-122.4138013979,37.8055196003,,,,,201,201-53,F-1,,,Fishermans Wharf,Fishermans Wharf,POINT (-122.413801398 37.8055196),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,North Beach,3,23,106,106,6,3
157735,-,470-08470,-,0,,ON,,SFMTA,1,470081,M,-,,SS,IPS,M5,Yellow,,,470,HOWARD ST,847,,7039001,,-122.40375910110001,37.7823103004,,,,,DPT MOS,DPT MOS,N-3,,,,,POINT (-122.403759101 37.7823103),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
152674,-,336-12130,-,0,,ON,,SFMTA,15,336121,M,-,,SS,IPS,M5,Grey,,,336,BUSH ST,1213,,3442000,,-122.4174661,37.7889870004,,,,,114,114-1,D-1,,,Bush: 1100 - 1500,Bush: 1100-1500,POINT (-122.4174661 37.788987),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Nob Hill,3,21,50,50,6,3
151110,-,360-01270,-,0,,ON,,SFMTA,9,360011,M,UY,,SS,IPS,M5,Grey,,,360,CLEMENT ST,127,,4151000,,-122.46080119880001,37.7830397998,,,,,125,125-2,B-1,,,Clement St: Unit - 1100,Clement,POINT (-122.460801199 37.7830398),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Inner Richmond,1,11,5,5,8,4
156759,-,591-26330,-,0,,ON,,SFMTA,31,591261,M,-,,SS,IPS,M5,Grey,,,591,OCEAN AVE,2633,,9848000,,-122.4739651007,37.731916700400006,,,,,319,319-1,O-1,,,Ocean ave: 2300-2600 Holloway,Ocean 2400-2600,POINT (-122.473965101 37.7319167),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,West of Twin Peaks,7,41,62,62,10,8
154931,-,607-32160,-,0,,ON,,SFMTA,7,607322,M,-,,SS,MacKay,mkBeacon,Grey,,,607,PIERCE ST,3216,,10445000,,-122.4393641015,37.7999017973,,,,,216,216-51,F-2,,,Lombard St: 2000 - 2400,Divisadero Pierce Scott Steiner,POINT (-122.439364102 37.799901797),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Marina,2,13,17,17,4,6
150976,-,107-03160,-,0,,ON,,SFMTA,9,107032,M,-,,SS,IPS,M5,Grey,,,107,07TH AVE,316,,352000,,-122.46539020140001,37.7824366995,,,,,125,125-1,B-2,,,Clement St: Unit - 1100,Clement,POINT (-122.465390201 37.7824367),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Inner Richmond,1,11,5,5,8,4
153087,-,568-25330,-,0,,ON,,SFMTA,4,568251,M,UV,,SS,IPS,M5,Grey,,,568,MISSION ST,2533,,9123000,,-122.418717602,37.7560841021,,,,,302,302-1,R-3,,,Mission St: 2500 - 2700,Mission 2500-2700,POINT (-122.418717602 37.756084102),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,9,20,53,53,3,2
153532,-,206-02310,-,0,,ON,,SFMTA,14,206021,M,-,,SS,IPS,M5,Grey,,,206,06TH ST,231,,333000,,-122.4063437171,37.779209106900005,,,,,407,407-1,N-3,,,4th St: Unit 400 5th St:,4th St,POINT (-122.406343717 37.779209107),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
