location_id,longitude,latitude,geo_point,location_grid
5484,-122.3984913991,37.798837698,POINT(-122.3984913991 37.798837698),-122.398_37.799
5485,-122.4332329014,37.7907724016,POINT(-122.4332329014 37.7907724016),-122.433_37.791
5486,-122.4285186005,37.7979133976,POINT(-122.4285186005 37.7979133976),-122.429_37.798
5487,-122.4230832995,37.7861968995,POINT(-122.4230832995 37.7861968995),-122.423_37.786
5488,-122.4193035026,37.7833157991,POINT(-122.4193035026 37.7833157991),-122.419_37.783
5489,-122.390022,37.7803174023,POINT(-122.390022 37.7803174023),-122.39_37.78
5490,-122.3986893184,37.7880702035,POINT(-122.3986893184 37.7880702035),-122.399_37.788
5491,-122.4517610983,37.7691979025,POINT(-122.4517610983 37.7691979025),-122.452_37.769
5492,-122.4201545005,37.7650908985,POINT(-122.4201545005 37.7650908985),-122.42_37.765
5493,-122.4793756974,37.7637404007,POINT(-122.4793756974 37.7637404007),-122.479_37.764
5494,-122.4048331973,37.7915487,POINT(-122.4048331973 37.7915487),-122.405_37.792
5495,-122.4213507992,37.7760652014,POINT(-122.4213507992 37.7760652014),-122.421_37.776
5496,-122.4635277984,37.7256603975,POINT(-122.4635277984 37.7256603975),-122.464_37.726
5497,-122.4328907018,37.7909403973,POINT(-122.4328907018 37.7909403973),-122.433_37.791
5498,-122.4226932001,37.7854553022,POINT(-122.4226932001 37.7854553022),-122.423_37.785
5499,-122.4267034994,37.7516836979,POINT(-122.4267034994 37.7516836979),-122.427_37.752
5500,-122.4655394999,37.782584601,POINT(-122.4655394999 37.782584601),-122.466_37.783
5501,-122.4360869003,37.7970753022,POINT(-122.4360869003 37.7970753022),-122.436_37.797
5502,-122.4136000315,37.7848243104,POINT(-122.4136000315 37.7848243104),-122.414_37.785
5503,-122.3932763019,37.7859251973,POINT(-122.3932763019 37.7859251973),-122.393_37.786
5504,-122.4161488001,37.7873765015,POINT(-122.4161488001 37.7873765015),-122.416_37.787
5505,-122.4703373459,37.7827506018,POINT(-122.4703373459 37.7827506018),-122.47_37.783
5506,-122.4674411861,37.7811642148,POINT(-122.4674411861 37.7811642148),-122.467_37.781
5507,-122.4217847974,37.775191902100005,POINT(-122.4217847974 37.775191902100005),-122.422_37.775
5508,-122.4390786977,37.7854023007,POINT(-122.4390786977 37.7854023007),-122.439_37.785
5509,-122.4673080982,37.782049802,POINT(-122.4673080982 37.782049802),-122.467_37.782
5510,-122.4206777995,37.7751971994,POINT(-122.4206777995 37.7751971994),-122.421_37.775
5511,-122.3985457026,37.7906429012,POINT(-122.3985457026 37.7906429012),-122.399_37.791
5512,-122.4345491004,37.7837290996,POINT(-122.4345491004 37.7837290996),-122.435_37.784
5513,-122.4183601976,37.7878622998,POINT(-122.4183601976 37.7878622998),-122.418_37.788
5514,-122.3976554998,37.7815239997,POINT(-122.3976554998 37.7815239997),-122.398_37.782
5515,-122.400690302,37.802947401,POINT(-122.400690302 37.802947401),-122.401_37.803
5516,-122.3982567002,37.774345301900006,POINT(-122.3982567002 37.774345301900006),-122.398_37.774
5517,-122.3967493993,37.778023800700005,POINT(-122.3967493993 37.778023800700005),-122.397_37.778
5518,-122.4067165998,37.7968767014,POINT(-122.4067165998 37.7968767014),-122.407_37.797
5519,-122.4075498001,37.7958702975,POINT(-122.4075498001 37.7958702975),-122.408_37.796
5520,-122.4214693026,37.7869261027,POINT(-122.4214693026 37.7869261027),-122.421_37.787
5521,-122.4215009024,37.7597598013,POINT(-122.4215009024 37.7597598013),-122.422_37.76
5522,-122.4226064977,37.7415475015,POINT(-122.4226064977 37.7415475015),-122.423_37.742
5523,-122.4223884006,37.7754960981,POINT(-122.4223884006 37.7754960981),-122.422_37.775
5524,-122.4028574989,37.7919244998,POINT(-122.4028574989 37.7919244998),-122.403_37.792
5525,-122.4350694993,37.7892019012,POINT(-122.4350694993 37.7892019012),-122.435_37.789
5526,-122.4567789973,37.7239270982,POINT(-122.4567789973 37.7239270982),-122.457_37.724
5527,-122.4238096026,37.7854487979,POINT(-122.4238096026 37.7854487979),-122.424_37.785
5528,-122.4394560007,37.783747098300005,POINT(-122.4394560007 37.783747098300005),-122.439_37.784
5529,-122.4043484998,37.7818446019,POINT(-122.4043484998 37.7818446019),-122.404_37.782
5530,-122.3943816011,37.7823424981,POINT(-122.3943816011 37.7823424981),-122.394_37.782
5531,-122.4381377005,37.7838416015,POINT(-122.4381377005 37.7838416015),-122.438_37.784
5532,-122.3884587974,37.787964302,POINT(-122.3884587974 37.787964302),-122.388_37.788
5533,-122.419414099,37.7489167982,POINT(-122.419414099 37.7489167982),-122.419_37.749
5534,-122.4201801994,37.7809961018,POINT(-122.4201801994 37.7809961018),-122.42_37.781
5535,-122.4084305984,37.7971139987,POINT(-122.4084305984 37.7971139987),-122.408_37.797
5536,-122.4634278973,37.7258233026,POINT(-122.4634278973 37.7258233026),-122.463_37.726
5537,-122.3980383013,37.7849079975,POINT(-122.3980383013 37.7849079975),-122.398_37.785
5538,-122.4238307026,37.8057660003,POINT(-122.4238307026 37.8057660003),-122.424_37.806
5539,-122.4726503992,37.7315155984,POINT(-122.4726503992 37.7315155984),-122.473_37.732
5540,-122.4195612014,37.7858529006,POINT(-122.4195612014 37.7858529006),-122.42_37.786
5541,-122.4215983001,37.7947157015,POINT(-122.4215983001 37.7947157015),-122.422_37.795
5542,-122.4326472019,37.7852799975,POINT(-122.4326472019 37.7852799975),-122.433_37.785
5543,-122.4222158005,37.7890049991,POINT(-122.4222158005 37.7890049991),-122.422_37.789
5544,-122.4349175018,37.7890307986,POINT(-122.4349175018 37.7890307986),-122.435_37.789
5545,-122.435858499,37.7992491991,POINT(-122.435858499 37.7992491991),-122.436_37.799
5546,-122.4106705,37.7997860991,POINT(-122.4106705 37.7997860991),-122.411_37.8
5547,-122.4001790003,37.7882114005,POINT(-122.4001790003 37.7882114005),-122.4_37.788
5548,-122.4147523024,37.7723256991,POINT(-122.4147523024 37.7723256991),-122.415_37.772
5549,-122.4205344019,37.785292101,POINT(-122.4205344019 37.785292101),-122.421_37.785
5550,-122.4659532977,37.7635539983,POINT(-122.4659532977 37.7635539983),-122.466_37.764
5551,-122.4080800002,37.8073351988,POINT(-122.4080800002 37.8073351988),-122.408_37.807
5552,-122.4818647986,37.742696101700005,POINT(-122.4818647986 37.742696101700005),-122.482_37.743
5553,-122.4180220996,37.7833132007,POINT(-122.4180220996 37.7833132007),-122.418_37.783
5554,-122.4220813994,37.741675800500005,POINT(-122.4220813994 37.741675800500005),-122.422_37.742
5555,-122.4037059215,37.7957034931,POINT(-122.4037059215 37.7957034931),-122.404_37.796
5556,-122.4278523007,37.7981225987,POINT(-122.4278523007 37.7981225987),-122.428_37.798
5557,-122.4179938023,37.7555374008,POINT(-122.4179938023 37.7555374008),-122.418_37.756
5558,-122.4064820015,37.791463998,POINT(-122.4064820015 37.791463998),-122.406_37.791
5559,-122.4182377995,37.7652066023,POINT(-122.4182377995 37.7652066023),-122.418_37.765
5560,-122.4201947001,37.7848243014,POINT(-122.4201947001 37.7848243014),-122.42_37.785
5561,-122.4022282974,37.7980378018,POINT(-122.4022282974 37.7980378018),-122.402_37.798
5562,-122.4523025972,37.7864277986,POINT(-122.4523025972 37.7864277986),-122.452_37.786
5563,-122.398484498,37.7922914986,POINT(-122.398484498 37.7922914986),-122.398_37.792
5564,-122.4084019993,37.7872800984,POINT(-122.4084019993 37.7872800984),-122.408_37.787
5565,-122.4219707974,37.7979011991,POINT(-122.4219707974 37.7979011991),-122.422_37.798
5566,-122.4210682006,37.7876979978,POINT(-122.4210682006 37.7876979978),-122.421_37.788
5567,-122.4022434016,37.7981127025,POINT(-122.4022434016 37.7981127025),-122.402_37.798
5568,-122.4077723005,37.8013146007,POINT(-122.4077723005 37.8013146007),-122.408_37.801
5569,-122.3977413026,37.7821352974,POINT(-122.3977413026 37.7821352974),-122.398_37.782
5570,-122.4655353983,37.7825277996,POINT(-122.4655353983 37.7825277996),-122.466_37.783
5571,-122.4097899978,37.772426801600005,POINT(-122.4097899978 37.772426801600005),-122.41_37.772
5572,-122.3930352998,37.7874243007,POINT(-122.3930352998 37.7874243007),-122.393_37.787
5573,-122.4187175014,37.7541804992,POINT(-122.4187175014 37.7541804992),-122.419_37.754
5574,-122.4202112013,37.7462895018,POINT(-122.4202112013 37.7462895018),-122.42_37.746
5575,-122.4221270976,37.7419379026,POINT(-122.4221270976 37.7419379026),-122.422_37.742
5576,-122.4347421021,37.7923942999,POINT(-122.4347421021 37.7923942999),-122.435_37.792
5577,-122.4160239992,37.7488361028,POINT(-122.4160239992 37.7488361028),-122.416_37.749
5578,-122.4540032697,37.7813508725,POINT(-122.4540032697 37.7813508725),-122.454_37.781
5579,-122.4221078974,37.7826767013,POINT(-122.4221078974 37.7826767013),-122.422_37.783
5580,-122.4053749979,37.7977831987,POINT(-122.4053749979 37.7977831987),-122.405_37.798
5581,-122.4186991003,37.7467799996,POINT(-122.4186991003 37.7467799996),-122.419_37.747
5582,-122.3892821015,37.7762361978,POINT(-122.3892821015 37.7762361978),-122.389_37.776
5583,-122.419467,37.7882878994,POINT(-122.419467 37.7882878994),-122.419_37.788
5584,-122.426639199,37.7686728992,POINT(-122.426639199 37.7686728992),-122.427_37.769
5585,-122.4100591016,37.7843180009,POINT(-122.4100591016 37.7843180009),-122.41_37.784
5586,-122.4344392975,37.7858830978,POINT(-122.4344392975 37.7858830978),-122.434_37.786
5587,-122.4674398003,37.7394914989,POINT(-122.4674398003 37.7394914989),-122.467_37.739
5588,-122.4391098001,37.7999340006,POINT(-122.4391098001 37.7999340006),-122.439_37.8
5589,-122.4136764013,37.7813410004,POINT(-122.4136764013 37.7813410004),-122.414_37.781
5590,-122.391676001,37.782036201,POINT(-122.391676001 37.782036201),-122.392_37.782
5591,-122.4227951017,37.7863870011,POINT(-122.4227951017 37.7863870011),-122.423_37.786
5592,-122.4116439016,37.771160899600005,POINT(-122.4116439016 37.771160899600005),-122.412_37.771
5593,-122.4208697003,37.7649098997,POINT(-122.4208697003 37.7649098997),-122.421_37.765
5594,-122.4119420012,37.789392298900005,POINT(-122.4119420012 37.789392298900005),-122.412_37.789
5595,-122.420211598,37.7521763024,POINT(-122.420211598 37.7521763024),-122.42_37.752
5596,-122.4128044431,37.7526293896,POINT(-122.4128044431 37.7526293896),-122.413_37.753
5597,-122.4168296007,37.7823774003,POINT(-122.4168296007 37.7823774003),-122.417_37.782
5598,-122.4188827981,37.7559072998,POINT(-122.4188827981 37.7559072998),-122.419_37.756
5599,-122.4029117019,37.7708926004,POINT(-122.4029117019 37.7708926004),-122.403_37.771
5600,-122.3980249015,37.7770159998,POINT(-122.3980249015 37.7770159998),-122.398_37.777
5601,-122.4188128151,37.7808886056,POINT(-122.4188128151 37.7808886056),-122.419_37.781
5602,-122.4697341004,37.7812362992,POINT(-122.4697341004 37.7812362992),-122.47_37.781
5603,-122.406501699,37.7885848981,POINT(-122.406501699 37.7885848981),-122.407_37.789
5604,-122.413948802,37.7826526006,POINT(-122.413948802 37.7826526006),-122.414_37.783
5605,-122.4345158019,37.7849031025,POINT(-122.4345158019 37.7849031025),-122.435_37.785
5606,-122.3997294006,37.7810017009,POINT(-122.3997294006 37.7810017009),-122.4_37.781
5607,-122.4147013013,37.7744261985,POINT(-122.4147013013 37.7744261985),-122.415_37.774
5608,-122.4167924018,37.7758604986,POINT(-122.4167924018 37.7758604986),-122.417_37.776
5609,-122.4230793991,37.7852901005,POINT(-122.4230793991 37.7852901005),-122.423_37.785
5610,-122.4108659159,37.7889988066,POINT(-122.4108659159 37.7889988066),-122.411_37.789
5611,-122.4745463019,37.7429775995,POINT(-122.4745463019 37.7429775995),-122.475_37.743
5612,-122.4653116015,37.7621444025,POINT(-122.4653116015 37.7621444025),-122.465_37.762
5613,-122.4666022023,37.7641039015,POINT(-122.4666022023 37.7641039015),-122.467_37.764
5614,-122.3965748993,37.7918647983,POINT(-122.3965748993 37.7918647983),-122.397_37.792
5615,-122.4060868003,37.7578759015,POINT(-122.4060868003 37.7578759015),-122.406_37.758
5616,-122.4203046986,37.7495303982,POINT(-122.4203046986 37.7495303982),-122.42_37.75
5617,-122.4075630994,37.8007925981,POINT(-122.4075630994 37.8007925981),-122.408_37.801
5618,-122.4034915005,37.7271879994,POINT(-122.4034915005 37.7271879994),-122.403_37.727
5619,-122.4094462001,37.7843951982,POINT(-122.4094462001 37.7843951982),-122.409_37.784
5620,-122.4091678985,37.7812163,POINT(-122.4091678985 37.7812163),-122.409_37.781
5621,-122.3930610993,37.7902435985,POINT(-122.3930610993 37.7902435985),-122.393_37.79
5622,-122.4170452,37.7813325011,POINT(-122.4170452 37.7813325011),-122.417_37.781
5623,-122.4072369986,37.7932786019,POINT(-122.4072369986 37.7932786019),-122.407_37.793
5624,-122.4768171997,37.780317,POINT(-122.4768171997 37.780317),-122.477_37.78
5625,-122.4182687008,37.7494918973,POINT(-122.4182687008 37.7494918973),-122.418_37.749
5626,-122.4051975028,37.771597898500005,POINT(-122.4051975028 37.771597898500005),-122.405_37.772
5627,-122.4207514223,37.7833523195,POINT(-122.4207514223 37.7833523195),-122.421_37.783
5628,-122.3973098022,37.7843353012,POINT(-122.3973098022 37.7843353012),-122.397_37.784
5629,-122.4079462976,37.7938559026,POINT(-122.4079462976 37.7938559026),-122.408_37.794
5630,-122.4206324981,37.7666716975,POINT(-122.4206324981 37.7666716975),-122.421_37.767
5631,-122.4328755976,37.7837945008,POINT(-122.4328755976 37.7837945008),-122.433_37.784
5632,-122.4185712987,37.7775080007,POINT(-122.4185712987 37.7775080007),-122.419_37.778
5633,-122.4222509989,37.7883833022,POINT(-122.4222509989 37.7883833022),-122.422_37.788
5634,-122.4177919996,37.7521698986,POINT(-122.4177919996 37.7521698986),-122.418_37.752
5635,-122.4680685995,37.7828543027,POINT(-122.4680685995 37.7828543027),-122.468_37.783
5636,-122.429001996,37.7980249551,POINT(-122.429001996 37.7980249551),-122.429_37.798
5637,-122.4209362974,37.778014698,POINT(-122.4209362974 37.778014698),-122.421_37.778
5638,-122.459121499,37.7833944996,POINT(-122.459121499 37.7833944996),-122.459_37.783
5639,-122.4173289763,37.7746144902,POINT(-122.4173289763 37.7746144902),-122.417_37.775
5640,-122.4407733006,37.7993541014,POINT(-122.4407733006 37.7993541014),-122.441_37.799
5641,-122.4049695988,37.7957574994,POINT(-122.4049695988 37.7957574994),-122.405_37.796
5642,-122.4557110981,37.7236985013,POINT(-122.4557110981 37.7236985013),-122.456_37.724
5643,-122.3985666015,37.7989775025,POINT(-122.3985666015 37.7989775025),-122.399_37.799
5644,-122.4213714019,37.7606710986,POINT(-122.4213714019 37.7606710986),-122.421_37.761
5645,-122.399626102,37.8011678,POINT(-122.399626102 37.8011678),-122.4_37.801
5646,-122.4108496995,37.7898298007,POINT(-122.4108496995 37.7898298007),-122.411_37.79
5647,-122.3920038004,37.73239630170001,POINT(-122.3920038004 37.73239630170001),-122.392_37.732
5648,-122.4224495997,37.7821756982,POINT(-122.4224495997 37.7821756982),-122.422_37.782
5649,-122.4107400977,37.800137798200005,POINT(-122.4107400977 37.800137798200005),-122.411_37.8
5650,-122.4701726024,37.7808898025,POINT(-122.4701726024 37.7808898025),-122.47_37.781
5651,-122.4638079998,37.7635419004,POINT(-122.4638079998 37.7635419004),-122.464_37.764
5652,-122.3982819018,37.798872902,POINT(-122.3982819018 37.798872902),-122.398_37.799
5653,-122.3990663976,37.7901480001,POINT(-122.3990663976 37.7901480001),-122.399_37.79
5654,-122.4004609005,37.7976603982,POINT(-122.4004609005 37.7976603982),-122.4_37.798
5655,-122.4026788023,37.7899235998,POINT(-122.4026788023 37.7899235998),-122.403_37.79
5656,-122.4768228994,37.7427518022,POINT(-122.4768228994 37.7427518022),-122.477_37.743
5657,-122.4207232014,37.7681738016,POINT(-122.4207232014 37.7681738016),-122.421_37.768
5658,-122.4150623993,37.7524912999,POINT(-122.4150623993 37.7524912999),-122.415_37.752
5659,-122.4069162008,37.712378702,POINT(-122.4069162008 37.712378702),-122.407_37.712
5660,-122.4200513975,37.7848425013,POINT(-122.4200513975 37.7848425013),-122.42_37.785
5661,-122.3942677022,37.7886479021,POINT(-122.3942677022 37.7886479021),-122.394_37.789
5662,-122.422296602,37.775944602600006,POINT(-122.422296602 37.775944602600006),-122.422_37.776
5663,-122.4232839008,37.7871872996,POINT(-122.4232839008 37.7871872996),-122.423_37.787
5664,-122.481335202,37.780112001,POINT(-122.481335202 37.780112001),-122.481_37.78
5665,-122.4145010188,37.7807622065,POINT(-122.4145010188 37.7807622065),-122.415_37.781
5666,-122.4176682995,37.7844229982,POINT(-122.4176682995 37.7844229982),-122.418_37.784
5667,-122.4212912989,37.7939721988,POINT(-122.4212912989 37.7939721988),-122.421_37.794
5668,-122.4118921009,37.784918799,POINT(-122.4118921009 37.784918799),-122.412_37.785
5669,-122.4061200153,37.7954292071,POINT(-122.4061200153 37.7954292071),-122.406_37.795
5670,-122.4825903976,37.7636292008,POINT(-122.4825903976 37.7636292008),-122.483_37.764
5671,-122.3966936988,37.7957954024,POINT(-122.3966936988 37.7957954024),-122.397_37.796
5672,-122.4072885976,37.7989150015,POINT(-122.4072885976 37.7989150015),-122.407_37.799
5673,-122.4222566986,37.7979750996,POINT(-122.4222566986 37.7979750996),-122.422_37.798
5674,-122.4843263009,37.7821140018,POINT(-122.4843263009 37.7821140018),-122.484_37.782
5675,-122.4014766977,37.77919619990001,POINT(-122.4014766977 37.77919619990001),-122.401_37.779
5676,-122.3975866006,37.7937814993,POINT(-122.3975866006 37.7937814993),-122.398_37.794
5677,-122.4205662978,37.7552723986,POINT(-122.4205662978 37.7552723986),-122.421_37.755
5678,-122.4126373974,37.8077082996,POINT(-122.4126373974 37.8077082996),-122.413_37.808
5679,-122.4008805991,37.7781388004,POINT(-122.4008805991 37.7781388004),-122.401_37.778
5680,-122.4024461989,37.797493101,POINT(-122.4024461989 37.797493101),-122.402_37.797
5681,-122.3997233992,37.7983905011,POINT(-122.3997233992 37.7983905011),-122.4_37.798
5682,-122.391971301,37.7907709991,POINT(-122.391971301 37.7907709991),-122.392_37.791
5683,-122.4404684005,37.717031502,POINT(-122.4404684005 37.717031502),-122.44_37.717
5684,-122.4597788972,37.7832355005,POINT(-122.4597788972 37.7832355005),-122.46_37.783
5685,-122.4224148986,37.7736666025,POINT(-122.4224148986 37.7736666025),-122.422_37.774
5686,-122.4205197,37.7638529976,POINT(-122.4205197 37.7638529976),-122.421_37.764
5687,-122.4281085019,37.7852341988,POINT(-122.4281085019 37.7852341988),-122.428_37.785
5688,-122.4172516015,37.7898994991,POINT(-122.4172516015 37.7898994991),-122.417_37.79
5689,-122.4091302023,37.780532102,POINT(-122.4091302023 37.780532102),-122.409_37.781
5690,-122.4101891999,37.7966459979,POINT(-122.4101891999 37.7966459979),-122.41_37.797
5691,-122.4216241179,37.7769940588,POINT(-122.4216241179 37.7769940588),-122.422_37.777
5692,-122.4692198986,37.7828016979,POINT(-122.4692198986 37.7828016979),-122.469_37.783
5693,-122.3889180028,37.7842298009,POINT(-122.3889180028 37.7842298009),-122.389_37.784
5694,-122.4110055023,37.7839761981,POINT(-122.4110055023 37.7839761981),-122.411_37.784
5695,-122.4488866979,37.7879985002,POINT(-122.4488866979 37.7879985002),-122.449_37.788
5696,-122.4199775976,37.7721821003,POINT(-122.4199775976 37.7721821003),-122.42_37.772
5697,-122.4154017993,37.7749849026,POINT(-122.4154017993 37.7749849026),-122.415_37.775
5698,-122.4342896023,37.7255115014,POINT(-122.4342896023 37.7255115014),-122.434_37.726
5699,-122.4234658999,37.7872076006,POINT(-122.4234658999 37.7872076006),-122.423_37.787
5700,-122.3969225024,37.7956791007,POINT(-122.3969225024 37.7956791007),-122.397_37.796
5701,-122.3955224005,37.7811906011,POINT(-122.3955224005 37.7811906011),-122.396_37.781
5702,-122.4498206989,37.7695772004,POINT(-122.4498206989 37.7695772004),-122.45_37.77
5703,-122.412173202,37.7850073007,POINT(-122.412173202 37.7850073007),-122.412_37.785
5704,-122.4012716987,37.7901022014,POINT(-122.4012716987 37.7901022014),-122.401_37.79
5705,-122.4208099988,37.7810515006,POINT(-122.4208099988 37.7810515006),-122.421_37.781
5706,-122.4122947005,37.8071481985,POINT(-122.4122947005 37.8071481985),-122.412_37.807
5707,-122.402611898,37.8007389986,POINT(-122.402611898 37.8007389986),-122.403_37.801
5708,-122.3964277019,37.7929329992,POINT(-122.3964277019 37.7929329992),-122.396_37.793
5709,-122.4129891094,37.770077306100006,POINT(-122.4129891094 37.770077306100006),-122.413_37.77
5710,-122.3896111974,37.7890928973,POINT(-122.3896111974 37.7890928973),-122.39_37.789
5711,-122.4122579989,37.8058641021,POINT(-122.4122579989 37.8058641021),-122.412_37.806
5712,-122.4054766984,37.7760358983,POINT(-122.4054766984 37.7760358983),-122.405_37.776
5713,-122.4172601008,37.7853140001,POINT(-122.4172601008 37.7853140001),-122.417_37.785
5714,-122.405296901,37.7943502002,POINT(-122.405296901 37.7943502002),-122.405_37.794
5715,-122.4166517981,37.7719108005,POINT(-122.4166517981 37.7719108005),-122.417_37.772
5716,-122.4200258997,37.7563261994,POINT(-122.4200258997 37.7563261994),-122.42_37.756
5717,-122.4000348986,37.7999452994,POINT(-122.4000348986 37.7999452994),-122.4_37.8
5718,-122.4165241976,37.7815900993,POINT(-122.4165241976 37.7815900993),-122.417_37.782
5719,-122.3884437994,37.7848103986,POINT(-122.3884437994 37.7848103986),-122.388_37.785
5720,-122.4587397983,37.7807299987,POINT(-122.4587397983 37.7807299987),-122.459_37.781
5721,-122.4107536987,37.7770089981,POINT(-122.4107536987 37.7770089981),-122.411_37.777
5722,-122.4175503996,37.7520737023,POINT(-122.4175503996 37.7520737023),-122.418_37.752
5723,-122.4180549008,37.7779735987,POINT(-122.4180549008 37.7779735987),-122.418_37.778
5724,-122.4392287002,37.8004997008,POINT(-122.4392287002 37.8004997008),-122.439_37.8
5725,-122.4357075018,37.7239413027,POINT(-122.4357075018 37.7239413027),-122.436_37.724
5726,-122.4183688981,37.7727945995,POINT(-122.4183688981 37.7727945995),-122.418_37.773
5727,-122.4056137984,37.7885922016,POINT(-122.4056137984 37.7885922016),-122.406_37.789
5728,-122.4801091028,37.763356001,POINT(-122.4801091028 37.763356001),-122.48_37.763
5729,-122.4026161001,37.7758382027,POINT(-122.4026161001 37.7758382027),-122.403_37.776
5730,-122.406784102,37.7964742024,POINT(-122.406784102 37.7964742024),-122.407_37.796
5731,-122.395181,37.7933312011,POINT(-122.395181 37.7933312011),-122.395_37.793
5732,-122.4163320006,37.7861280003,POINT(-122.4163320006 37.7861280003),-122.416_37.786
5733,-122.4381448028,37.7994653014,POINT(-122.4381448028 37.7994653014),-122.438_37.799
5734,-122.4152928011,37.7768110008,POINT(-122.4152928011 37.7768110008),-122.415_37.777
5735,-122.4216068999,37.760866302,POINT(-122.4216068999 37.760866302),-122.422_37.761
5736,-122.3992438984,37.7970334989,POINT(-122.3992438984 37.7970334989),-122.399_37.797
5737,-122.421318501,37.777461497900006,POINT(-122.421318501 37.777461497900006),-122.421_37.777
5738,-122.4218526014,37.7760012028,POINT(-122.4218526014 37.7760012028),-122.422_37.776
5739,-122.4041737986,37.7113101993,POINT(-122.4041737986 37.7113101993),-122.404_37.711
5740,-122.4332941004,37.73349490100001,POINT(-122.4332941004 37.73349490100001),-122.433_37.733
5741,-122.3933493976,37.7879164022,POINT(-122.3933493976 37.7879164022),-122.393_37.788
5742,-122.418017199,37.777780502000006,POINT(-122.418017199 37.777780502000006),-122.418_37.778
5743,-122.4081289002,37.7711031985,POINT(-122.4081289002 37.7711031985),-122.408_37.771
5744,-122.4792905988,37.7822031015,POINT(-122.4792905988 37.7822031015),-122.479_37.782
5745,-122.4103377999,37.777337898400006,POINT(-122.4103377999 37.777337898400006),-122.41_37.777
5746,-122.3910458998,37.7333752018,POINT(-122.3910458998 37.7333752018),-122.391_37.733
5747,-122.4334766974,37.7867669024,POINT(-122.4334766974 37.7867669024),-122.433_37.787
5748,-122.4898940195,37.7537473046,POINT(-122.4898940195 37.7537473046),-122.49_37.754
5749,-122.4231813007,37.7815754981,POINT(-122.4231813007 37.7815754981),-122.423_37.782
5750,-122.4198291988,37.7657365006,POINT(-122.4198291988 37.7657365006),-122.42_37.766
5751,-122.419463502,37.7537373983,POINT(-122.419463502 37.7537373983),-122.419_37.754
5752,-122.3930801989,37.7825285987,POINT(-122.3930801989 37.7825285987),-122.393_37.783
5753,-122.4083635991,37.7805773978,POINT(-122.4083635991 37.7805773978),-122.408_37.781
5754,-122.4213587006,37.782879901,POINT(-122.4213587006 37.782879901),-122.421_37.783
5755,-122.4113576987,37.7736765993,POINT(-122.4113576987 37.7736765993),-122.411_37.774
5756,-122.4803644994,37.7800602008,POINT(-122.4803644994 37.7800602008),-122.48_37.78
5757,-122.4332273972,37.7647643004,POINT(-122.4332273972 37.7647643004),-122.433_37.765
5758,-122.4854964984,37.7632617996,POINT(-122.4854964984 37.7632617996),-122.485_37.763
5759,-122.4804735982,37.7210126993,POINT(-122.4804735982 37.7210126993),-122.48_37.721
5760,-122.4138557014,37.7756678992,POINT(-122.4138557014 37.7756678992),-122.414_37.776
5761,-122.3990530148,37.787783805,POINT(-122.3990530148 37.787783805),-122.399_37.788
5762,-122.4126940982,37.7525259004,POINT(-122.4126940982 37.7525259004),-122.413_37.753
5763,-122.4145164021,37.7874468983,POINT(-122.4145164021 37.7874468983),-122.415_37.787
5764,-122.4189340004,37.80776330170001,POINT(-122.4189340004 37.80776330170001),-122.419_37.808
5765,-122.4105818977,37.7827168004,POINT(-122.4105818977 37.7827168004),-122.411_37.783
5766,-122.4088994988,37.7528646019,POINT(-122.4088994988 37.7528646019),-122.409_37.753
5767,-122.4050460977,37.7881302022,POINT(-122.4050460977 37.7881302022),-122.405_37.788
5768,-122.4041551013,37.7909404979,POINT(-122.4041551013 37.7909404979),-122.404_37.791
5769,-122.3955179022,37.7890395996,POINT(-122.3955179022 37.7890395996),-122.396_37.789
5770,-122.4201315005,37.7689160974,POINT(-122.4201315005 37.7689160974),-122.42_37.769
5771,-122.4284806975,37.7515290015,POINT(-122.4284806975 37.7515290015),-122.428_37.752
5772,-122.4825511982,37.7630201996,POINT(-122.4825511982 37.7630201996),-122.483_37.763
5773,-122.4342802984,37.7914312975,POINT(-122.4342802984 37.7914312975),-122.434_37.791
5774,-122.4125249011,37.7810144023,POINT(-122.4125249011 37.7810144023),-122.413_37.781
5775,-122.4606870988,37.7247479994,POINT(-122.4606870988 37.7247479994),-122.461_37.725
5776,-122.4005503018,37.8006297992,POINT(-122.4005503018 37.8006297992),-122.401_37.801
5777,-122.3938136992,37.7879452025,POINT(-122.3938136992 37.7879452025),-122.394_37.788
5778,-122.4027363022,37.773302202,POINT(-122.4027363022 37.773302202),-122.403_37.773
5779,-122.3981331177,37.7848589064,POINT(-122.3981331177 37.7848589064),-122.398_37.785
5780,-122.4132378993,37.7751755015,POINT(-122.4132378993 37.7751755015),-122.413_37.775
5781,-122.4666193013,37.7826127977,POINT(-122.4666193013 37.7826127977),-122.467_37.783
5782,-122.4251528976,37.77031190220001,POINT(-122.4251528976 37.77031190220001),-122.425_37.77
5783,-122.4378353988,37.774632801200006,POINT(-122.4378353988 37.774632801200006),-122.438_37.775
5784,-122.4044048988,37.7768786986,POINT(-122.4044048988 37.7768786986),-122.404_37.777
5785,-122.4399069973,37.7848926977,POINT(-122.4399069973 37.7848926977),-122.44_37.785
5786,-122.4051547998,37.7958575011,POINT(-122.4051547998 37.7958575011),-122.405_37.796
5787,-122.3942264018,37.7913747978,POINT(-122.3942264018 37.7913747978),-122.394_37.791
5788,-122.4189462274,37.7840271501,POINT(-122.4189462274 37.7840271501),-122.419_37.784
